Config #    Energy                 Total CNA Profile
1           -0.020499364400706     Dict("(12,42,42)" => 12, "(10,31,31)" => 12, "(12,41,40)" => 2, "(6,15,15)" => 24, "(11,41,41)" => 12, "(16,75,75)" => 6, "(8,25,25)" => 18, "(13,55,55)" => 6, "(15,68,68)" => 6, "(8,24,24)" => 48, "(10,37,37)" => 6, "(12,48,48)" => 24, "(10,36,36)" => 30, "(14,58,58)" => 3, "(12,41,41)" => 10, "(9,30,30)" => 18, "(17,79,79)" => 12, "(21,109,109)" => 6, "(14,55,54)" => 1, "(14,55,55)" => 11, "(11,36,36)" => 6, "(11,40,40)" => 6, "(14,53,53)" => 6, "(10,35,35)" => 36)
2           -0.019880058876132     Dict("(10,31,31)" => 4, "(7,14,14)" => 5, "(6,15,15)" => 1, "(8,23,23)" => 1, "(11,35,35)" => 3, "(7,12,12)" => 1, "(8,19,19)" => 4, "(15,55,55)" => 1, "(14,50,50)" => 1, "(16,61,61)" => 3, "(6,10,10)" => 1, "(14,47,47)" => 1, "(8,20,20)" => 21, "(9,27,27)" => 2, "(5,10,10)" => 9, "(7,16,16)" => 13, "(12,35,35)" => 1, "(8,22,22)" => 8, "(10,29,29)" => 3, "(9,25,25)" => 5, "(8,21,21)" => 18, "(10,28,28)" => 7, "(12,42,42)" => 1, "(7,13,13)" => 1, "(3,3,3)" => 3, "(7,18,18)" => 4, "(6,14,14)" => 2, "(10,25,25)" => 1, "(8,18,18)" => 5, "(13,47,47)" => 1, "(4,6,6)" => 4, "(15,60,60)" => 1, "(13,45,45)" => 4, "(16,62,62)" => 1, "(6,13,13)" => 12, "(12,36,36)" => 1, "(5,9,9)" => 9, "(14,49,49)" => 1, "(14,53,53)" => 1, "(10,27,27)" => 2, "(10,30,30)" => 7, "(10,32,32)" => 4, "(9,26,26)" => 4, "(14,52,52)" => 3, "(9,21,19)" => 1, "(13,44,44)" => 3, "(13,39,39)" => 1, "(11,33,33)" => 2, "(11,34,34)" => 5, "(14,51,51)" => 1, "(13,46,46)" => 3, "(13,43,43)" => 2, "(4,5,5)" => 1, "(11,30,30)" => 2, "(9,22,22)" => 1, "(10,26,26)" => 2, "(12,38,38)" => 1, "(6,11,11)" => 6, "(7,15,15)" => 7, "(11,34,33)" => 1, "(12,39,39)" => 2, "(12,40,40)" => 2, "(15,53,53)" => 1, "(11,32,32)" => 2, "(9,24,24)" => 7, "(17,73,73)" => 1, "(11,37,37)" => 1, "(12,37,37)" => 1, "(7,17,17)" => 18, "(6,12,12)" => 6, "(9,23,23)" => 6, "(12,41,41)" => 1, "(11,31,31)" => 3, "(7,19,19)" => 1, "(5,8,8)" => 1, "(11,36,36)" => 2)
3           -0.019786212216706     Dict("(10,31,31)" => 1, "(7,14,14)" => 4, "(6,15,15)" => 1, "(8,23,23)" => 3, "(11,39,39)" => 1, "(11,35,35)" => 2, "(11,38,38)" => 1, "(7,12,12)" => 2, "(8,19,19)" => 3, "(16,65,65)" => 1, "(8,17,17)" => 2, "(17,71,71)" => 1, "(8,20,20)" => 9, "(9,27,27)" => 1, "(5,10,10)" => 7, "(14,54,54)" => 2, "(7,16,16)" => 12, "(12,35,35)" => 1, "(14,45,45)" => 1, "(8,22,22)" => 7, "(10,29,29)" => 2, "(9,25,25)" => 7, "(12,34,34)" => 1, "(8,21,21)" => 9, "(10,28,28)" => 5, "(12,42,42)" => 1, "(16,60,60)" => 1, "(9,21,21)" => 3, "(14,45,44)" => 1, "(7,13,13)" => 4, "(14,48,48)" => 1, "(3,3,3)" => 1, "(7,18,18)" => 6, "(6,14,14)" => 10, "(10,25,25)" => 2, "(8,18,18)" => 6, "(4,6,6)" => 7, "(4,4,4)" => 1, "(13,45,45)" => 1, "(6,13,13)" => 3, "(12,36,36)" => 1, "(14,49,49)" => 1, "(5,9,9)" => 1, "(14,53,53)" => 1, "(9,29,29)" => 5, "(10,27,27)" => 3, "(10,30,30)" => 5, "(11,31,30)" => 1, "(12,33,33)" => 1, "(10,32,32)" => 2, "(9,20,20)" => 1, "(9,26,26)" => 5, "(15,59,59)" => 2, "(13,44,44)" => 1, "(11,34,34)" => 4, "(4,5,5)" => 4, "(13,43,43)" => 2, "(13,46,46)" => 1, "(8,24,24)" => 4, "(9,28,28)" => 2, "(9,22,22)" => 5, "(10,36,36)" => 2, "(10,24,24)" => 1, "(10,26,26)" => 1, "(6,11,11)" => 8, "(13,41,41)" => 1, "(7,15,15)" => 6, "(12,39,39)" => 1, "(12,40,40)" => 3, "(15,53,53)" => 1, "(9,24,24)" => 4, "(8,25,25)" => 1, "(5,7,7)" => 2, "(13,48,48)" => 1, "(12,44,44)" => 1, "(12,37,37)" => 2, "(7,17,17)" => 13, "(6,12,12)" => 13, "(9,23,23)" => 5, "(12,41,41)" => 2, "(9,30,30)" => 1, "(8,16,16)" => 1, "(7,19,19)" => 4, "(11,31,31)" => 1, "(5,8,8)" => 3, "(10,33,33)" => 3, "(14,57,57)" => 1, "(6,9,9)" => 1, "(13,42,42)" => 2, "(11,36,36)" => 3)
4           -0.0198429090095       Dict("(10,31,31)" => 3, "(14,46,46)" => 1, "(7,14,14)" => 7, "(6,15,15)" => 1, "(8,23,23)" => 8, "(11,38,38)" => 1, "(9,19,19)" => 1, "(7,12,12)" => 3, "(8,19,19)" => 6, "(8,17,17)" => 1, "(6,10,10)" => 8, "(14,47,47)" => 2, "(17,69,69)" => 1, "(9,27,27)" => 4, "(8,20,20)" => 4, "(5,10,10)" => 4, "(14,54,54)" => 2, "(7,16,16)" => 17, "(16,64,64)" => 2, "(8,22,22)" => 11, "(10,29,29)" => 2, "(9,25,25)" => 4, "(8,21,21)" => 4, "(10,28,28)" => 2, "(11,29,29)" => 1, "(12,42,42)" => 1, "(9,21,21)" => 3, "(7,13,13)" => 6, "(14,48,48)" => 2, "(13,50,50)" => 1, "(10,34,34)" => 1, "(3,3,3)" => 4, "(7,18,18)" => 6, "(6,14,14)" => 6, "(8,18,18)" => 3, "(4,6,6)" => 5, "(11,33,32)" => 1, "(13,45,45)" => 2, "(6,13,13)" => 2, "(12,36,36)" => 1, "(5,9,9)" => 1, "(14,49,49)" => 1, "(9,29,29)" => 3, "(10,27,27)" => 3, "(10,30,30)" => 3, "(10,32,32)" => 1, "(9,20,20)" => 1, "(9,26,26)" => 7, "(13,44,44)" => 1, "(11,33,33)" => 2, "(11,34,34)" => 2, "(14,51,51)" => 2, "(4,5,5)" => 5, "(13,43,43)" => 1, "(8,24,24)" => 1, "(11,30,30)" => 1, "(9,28,28)" => 1, "(9,22,22)" => 5, "(10,26,26)" => 1, "(12,38,38)" => 1, "(6,11,11)" => 7, "(13,41,41)" => 1, "(7,15,15)" => 9, "(12,40,40)" => 1, "(15,53,53)" => 1, "(9,24,24)" => 8, "(11,37,37)" => 2, "(5,7,7)" => 4, "(10,23,23)" => 1, "(12,37,37)" => 1, "(15,52,52)" => 1, "(7,17,17)" => 6, "(6,12,12)" => 2, "(9,23,23)" => 7, "(8,16,16)" => 4, "(12,41,41)" => 1, "(12,43,43)" => 3, "(7,19,19)" => 6, "(11,31,31)" => 3, "(5,8,8)" => 9, "(10,33,33)" => 2, "(13,42,42)" => 2, "(11,36,36)" => 1, "(13,40,40)" => 1)
5           -0.019823455143736     Dict("(10,31,31)" => 3, "(7,14,14)" => 2, "(8,23,23)" => 8, "(11,35,35)" => 5, "(8,19,19)" => 7, "(8,17,17)" => 1, "(18,75,75)" => 1, "(14,50,50)" => 1, "(16,61,61)" => 1, "(6,10,10)" => 2, "(14,47,47)" => 1, "(8,20,20)" => 10, "(9,27,27)" => 6, "(15,58,58)" => 1, "(5,10,10)" => 9, "(16,68,68)" => 1, "(7,16,16)" => 6, "(10,29,29)" => 6, "(8,22,22)" => 11, "(9,25,25)" => 3, "(8,21,21)" => 9, "(10,28,28)" => 6, "(11,29,29)" => 1, "(10,35,35)" => 1, "(12,42,42)" => 2, "(17,67,67)" => 1, "(9,21,21)" => 1, "(7,13,13)" => 1, "(3,3,3)" => 2, "(10,34,34)" => 1, "(7,18,18)" => 8, "(6,14,14)" => 7, "(2,1,1)" => 1, "(10,25,25)" => 1, "(8,18,18)" => 2, "(13,47,47)" => 2, "(17,72,72)" => 1, "(4,6,6)" => 4, "(15,56,56)" => 1, "(13,45,45)" => 2, "(16,62,62)" => 2, "(6,13,13)" => 10, "(12,36,36)" => 1, "(16,66,65)" => 1, "(5,9,9)" => 7, "(14,49,49)" => 1, "(14,55,55)" => 1, "(14,53,53)" => 2, "(9,29,29)" => 2, "(10,27,27)" => 2, "(10,30,30)" => 6, "(10,32,32)" => 5, "(9,26,26)" => 7, "(14,52,52)" => 1, "(13,44,44)" => 1, "(14,51,51)" => 1, "(4,5,5)" => 1, "(13,46,46)" => 1, "(13,43,43)" => 1, "(8,24,24)" => 7, "(9,28,28)" => 5, "(9,22,22)" => 3, "(10,26,26)" => 2, "(12,38,38)" => 3, "(6,11,11)" => 2, "(7,15,15)" => 8, "(12,40,40)" => 2, "(11,32,32)" => 1, "(9,24,24)" => 7, "(11,37,37)" => 2, "(5,7,7)" => 1, "(19,79,79)" => 1, "(13,48,48)" => 1, "(12,44,44)" => 2, "(12,37,37)" => 1, "(7,17,17)" => 10, "(6,12,12)" => 5, "(12,41,41)" => 3, "(9,23,23)" => 3, "(12,43,43)" => 2, "(7,19,19)" => 6, "(5,8,8)" => 2, "(6,9,9)" => 1, "(11,36,36)" => 2)
6           -0.019889912226437     Dict("(10,31,31)" => 2, "(7,14,14)" => 11, "(8,23,23)" => 3, "(11,35,35)" => 3, "(9,19,19)" => 1, "(7,12,12)" => 1, "(8,19,19)" => 8, "(16,65,65)" => 1, "(8,17,17)" => 3, "(16,57,57)" => 1, "(6,10,10)" => 7, "(9,27,27)" => 2, "(8,20,20)" => 8, "(5,10,10)" => 3, "(7,16,16)" => 9, "(8,22,22)" => 4, "(9,25,25)" => 9, "(12,34,34)" => 2, "(8,21,21)" => 9, "(10,28,28)" => 5, "(12,42,42)" => 1, "(9,21,21)" => 2, "(7,13,13)" => 1, "(3,3,3)" => 2, "(7,18,18)" => 13, "(6,14,14)" => 8, "(5,6,6)" => 1, "(10,25,25)" => 1, "(8,18,18)" => 5, "(4,6,6)" => 1, "(13,45,45)" => 1, "(6,13,13)" => 9, "(5,9,9)" => 2, "(14,55,55)" => 1, "(15,61,61)" => 1, "(10,27,27)" => 4, "(10,30,30)" => 3, "(10,32,32)" => 3, "(9,26,26)" => 5, "(15,57,57)" => 1, "(13,44,44)" => 1, "(11,33,33)" => 1, "(14,51,51)" => 1, "(4,5,5)" => 5, "(13,46,46)" => 1, "(11,30,30)" => 1, "(9,22,22)" => 3, "(10,24,24)" => 1, "(9,21,20)" => 1, "(6,11,11)" => 11, "(13,41,41)" => 1, "(7,15,15)" => 10, "(12,39,39)" => 2, "(12,40,40)" => 1, "(15,51,51)" => 1, "(15,53,53)" => 1, "(11,32,32)" => 4, "(13,49,49)" => 1, "(9,24,24)" => 5, "(11,37,37)" => 1, "(5,7,7)" => 5, "(15,54,54)" => 1, "(15,56,55)" => 1, "(12,37,37)" => 3, "(15,52,52)" => 1, "(7,17,17)" => 6, "(6,12,12)" => 12, "(12,41,41)" => 2, "(9,23,23)" => 7, "(16,63,63)" => 1, "(8,16,16)" => 1, "(12,43,43)" => 3, "(11,31,31)" => 2, "(5,8,8)" => 9, "(13,42,42)" => 1, "(13,40,40)" => 2)
7           -0.020085652153298     Dict("(10,31,31)" => 4, "(7,14,14)" => 6, "(8,23,23)" => 5, "(11,35,35)" => 2, "(8,19,19)" => 9, "(15,55,55)" => 1, "(18,75,75)" => 1, "(14,50,50)" => 2, "(6,10,10)" => 5, "(17,69,69)" => 1, "(8,20,20)" => 4, "(9,27,27)" => 3, "(15,58,58)" => 1, "(5,10,10)" => 2, "(7,17,16)" => 1, "(7,16,16)" => 14, "(8,22,22)" => 8, "(10,29,29)" => 8, "(9,25,25)" => 12, "(8,21,21)" => 13, "(10,28,28)" => 3, "(8,20,19)" => 1, "(9,21,21)" => 1, "(7,18,18)" => 7, "(6,14,14)" => 9, "(8,18,18)" => 3, "(4,6,6)" => 3, "(15,56,56)" => 1, "(13,45,45)" => 2, "(6,13,13)" => 9, "(5,9,9)" => 7, "(14,53,53)" => 1, "(10,27,27)" => 4, "(10,30,30)" => 7, "(9,26,26)" => 6, "(15,57,57)" => 2, "(14,52,52)" => 4, "(13,44,44)" => 3, "(11,33,33)" => 3, "(11,34,34)" => 3, "(14,51,51)" => 1, "(4,5,5)" => 2, "(13,46,46)" => 5, "(13,43,43)" => 2, "(9,22,22)" => 3, "(10,26,26)" => 1, "(12,38,38)" => 4, "(6,11,11)" => 7, "(13,41,41)" => 1, "(7,15,15)" => 11, "(12,39,39)" => 1, "(11,32,32)" => 4, "(9,24,24)" => 12, "(11,37,37)" => 1, "(5,7,7)" => 3, "(8,18,17)" => 1, "(7,17,17)" => 12, "(6,12,12)" => 7, "(9,23,23)" => 9, "(12,41,41)" => 3, "(16,63,63)" => 2, "(5,8,8)" => 3, "(11,36,36)" => 2)
8           -0.020110741775326     Dict("(10,31,31)" => 1, "(7,14,14)" => 2, "(11,35,35)" => 3, "(7,12,12)" => 3, "(8,19,19)" => 10, "(8,17,17)" => 4, "(14,50,50)" => 2, "(6,10,10)" => 6, "(14,47,47)" => 1, "(8,20,20)" => 8, "(9,27,27)" => 4, "(5,10,10)" => 2, "(7,16,16)" => 14, "(10,29,29)" => 2, "(8,22,22)" => 5, "(9,25,25)" => 4, "(8,21,21)" => 18, "(10,28,28)" => 4, "(10,35,35)" => 2, "(9,21,21)" => 2, "(14,52,51)" => 1, "(7,13,13)" => 1, "(3,3,3)" => 2, "(7,18,18)" => 2, "(6,14,14)" => 5, "(8,18,18)" => 4, "(13,47,47)" => 1, "(4,6,6)" => 2, "(11,33,32)" => 1, "(13,45,45)" => 2, "(16,62,62)" => 1, "(6,13,13)" => 4, "(12,36,36)" => 2, "(5,9,9)" => 6, "(16,58,58)" => 1, "(9,29,29)" => 2, "(10,27,27)" => 1, "(10,30,30)" => 3, "(10,32,32)" => 1, "(9,20,20)" => 4, "(9,26,26)" => 3, "(13,44,44)" => 2, "(11,33,33)" => 6, "(11,34,34)" => 4, "(13,43,43)" => 1, "(8,24,24)" => 3, "(11,30,30)" => 1, "(9,28,28)" => 3, "(9,22,22)" => 1, "(10,26,26)" => 2, "(12,38,38)" => 7, "(6,11,11)" => 9, "(7,15,15)" => 10, "(12,39,39)" => 1, "(12,40,40)" => 4, "(15,53,53)" => 1, "(11,32,32)" => 1, "(9,24,24)" => 7, "(8,25,25)" => 4, "(11,37,37)" => 1, "(5,7,7)" => 6, "(15,54,54)" => 1, "(12,44,44)" => 1, "(12,37,37)" => 3, "(8,15,15)" => 1, "(7,17,17)" => 5, "(6,12,12)" => 13, "(9,23,23)" => 8, "(8,16,16)" => 1, "(16,63,63)" => 1, "(7,19,19)" => 12, "(11,31,31)" => 2, "(5,8,8)" => 3, "(13,42,42)" => 1)
9           -0.019773585942745     Dict("(10,31,31)" => 4, "(7,14,14)" => 2, "(8,23,23)" => 4, "(8,19,19)" => 7, "(16,65,65)" => 1, "(15,55,55)" => 3, "(8,17,17)" => 1, "(14,50,50)" => 1, "(6,10,10)" => 2, "(17,71,71)" => 1, "(17,69,69)" => 3, "(17,68,68)" => 1, "(9,27,27)" => 7, "(16,59,59)" => 1, "(8,20,20)" => 8, "(5,10,10)" => 7, "(7,16,16)" => 14, "(12,35,35)" => 1, "(10,29,29)" => 4, "(8,22,22)" => 8, "(9,25,25)" => 6, "(8,21,21)" => 14, "(10,28,28)" => 7, "(8,20,19)" => 1, "(7,13,13)" => 2, "(13,50,50)" => 1, "(14,48,48)" => 1, "(7,18,18)" => 12, "(6,14,14)" => 7, "(8,18,18)" => 7, "(15,56,56)" => 1, "(13,45,45)" => 4, "(12,36,36)" => 1, "(6,13,13)" => 8, "(5,9,9)" => 9, "(14,49,49)" => 1, "(14,53,53)" => 1, "(10,27,27)" => 1, "(10,30,30)" => 6, "(10,32,32)" => 4, "(9,26,26)" => 4, "(11,33,33)" => 2, "(11,34,34)" => 2, "(14,51,51)" => 2, "(13,46,46)" => 3, "(4,5,5)" => 1, "(9,28,28)" => 5, "(9,22,22)" => 1, "(10,26,26)" => 2, "(12,38,38)" => 2, "(6,11,11)" => 3, "(7,15,15)" => 7, "(12,39,39)" => 5, "(12,40,40)" => 5, "(11,32,32)" => 1, "(9,24,24)" => 3, "(11,37,37)" => 1, "(5,7,7)" => 4, "(12,37,37)" => 1, "(7,17,17)" => 15, "(6,12,12)" => 7, "(9,23,23)" => 6, "(12,43,43)" => 1, "(7,19,19)" => 5, "(5,8,8)" => 4, "(13,42,42)" => 1, "(11,36,36)" => 4, "(13,38,38)" => 1)
10          -0.019483023967254     Dict("(6,11,10)" => 1, "(10,31,31)" => 3, "(7,14,14)" => 3, "(8,23,23)" => 7, "(11,39,39)" => 1, "(11,35,35)" => 3, "(8,19,19)" => 11, "(16,65,65)" => 1, "(15,55,55)" => 1, "(14,50,50)" => 3, "(16,61,61)" => 1, "(6,10,10)" => 2, "(10,25,24)" => 1, "(8,20,20)" => 7, "(9,27,27)" => 4, "(5,10,10)" => 10, "(7,16,16)" => 11, "(9,24,23)" => 1, "(18,71,71)" => 1, "(10,29,29)" => 6, "(8,22,22)" => 6, "(9,25,25)" => 7, "(8,21,21)" => 5, "(10,28,28)" => 7, "(11,29,29)" => 1, "(12,42,42)" => 2, "(9,21,21)" => 2, "(11,35,34)" => 1, "(14,48,48)" => 1, "(3,3,3)" => 4, "(7,18,18)" => 9, "(6,14,14)" => 10, "(8,18,18)" => 2, "(13,47,47)" => 1, "(4,6,6)" => 3, "(15,56,56)" => 1, "(16,62,62)" => 1, "(12,36,36)" => 1, "(6,13,13)" => 12, "(5,9,9)" => 9, "(14,49,49)" => 1, "(14,53,53)" => 1, "(9,29,29)" => 1, "(10,27,27)" => 2, "(10,30,30)" => 2, "(17,66,66)" => 1, "(9,26,26)" => 5, "(15,59,59)" => 1, "(13,44,44)" => 2, "(11,33,33)" => 5, "(11,34,34)" => 1, "(13,43,43)" => 1, "(9,28,28)" => 3, "(9,22,22)" => 5, "(10,26,26)" => 1, "(12,38,38)" => 1, "(6,11,11)" => 6, "(7,15,15)" => 8, "(12,39,39)" => 2, "(12,40,40)" => 5, "(15,53,53)" => 1, "(9,24,24)" => 6, "(11,37,37)" => 2, "(8,18,17)" => 1, "(12,44,44)" => 1, "(12,37,37)" => 1, "(7,17,17)" => 13, "(6,12,12)" => 5, "(9,23,23)" => 8, "(12,41,41)" => 1, "(12,43,43)" => 1, "(11,31,31)" => 3, "(7,19,19)" => 1, "(5,8,8)" => 4, "(13,42,42)" => 1, "(11,36,36)" => 1)
