Config #    Energy                 Total CNA Profile
1           -0.020499364400706     Dict("(4,6,6)" => 51, "(8,14,12)" => 2, "(8,14,14)" => 27, "(5,7,7)" => 48, "(4,4,4)" => 24, "(8,14,13)" => 7, "(7,11,11)" => 24, "(3,3,3)" => 12)
2           -0.019880058876132     Dict("(7,14,14)" => 7, "(13,33,33)" => 1, "(9,19,19)" => 2, "(7,12,12)" => 2, "(11,24,23)" => 1, "(8,19,19)" => 1, "(8,17,17)" => 5, "(6,10,10)" => 14, "(11,26,26)" => 2, "(5,10,10)" => 5, "(7,16,16)" => 2, "(7,11,11)" => 3, "(11,29,29)" => 3, "(9,21,21)" => 3, "(7,13,13)" => 9, "(11,28,28)" => 2, "(12,31,31)" => 2, "(3,3,3)" => 8, "(5,6,6)" => 2, "(8,18,18)" => 1, "(4,6,6)" => 15, "(11,23,23)" => 1, "(4,4,4)" => 4, "(9,17,17)" => 1, "(6,13,13)" => 6, "(8,14,14)" => 1, "(5,9,9)" => 9, "(10,22,22)" => 4, "(12,33,33)" => 1, "(9,20,20)" => 5, "(4,5,5)" => 10, "(9,22,22)" => 1, "(10,24,24)" => 6, "(6,11,11)" => 12, "(7,15,15)" => 5, "(5,7,7)" => 9, "(10,23,23)" => 2, "(6,12,12)" => 11, "(8,16,16)" => 6, "(5,8,8)" => 23, "(3,2,2)" => 3, "(6,9,9)" => 10, "(13,35,35)" => 1)
3           -0.019786212216706     Dict("(7,14,14)" => 4, "(9,19,19)" => 2, "(7,12,12)" => 5, "(8,19,19)" => 2, "(8,17,17)" => 5, "(6,10,10)" => 13, "(10,25,24)" => 1, "(8,20,20)" => 4, "(5,10,10)" => 6, "(7,16,16)" => 3, "(12,35,35)" => 3, "(7,11,11)" => 1, "(8,22,22)" => 2, "(12,34,34)" => 4, "(8,21,21)" => 1, "(10,28,28)" => 3, "(9,21,21)" => 3, "(6,8,8)" => 1, "(7,13,13)" => 7, "(13,34,34)" => 1, "(3,3,3)" => 4, "(13,36,35)" => 1, "(7,18,18)" => 4, "(6,14,14)" => 4, "(5,6,6)" => 2, "(2,1,1)" => 1, "(10,25,25)" => 2, "(8,18,18)" => 6, "(8,16,15)" => 1, "(4,6,6)" => 11, "(4,4,4)" => 4, "(6,13,13)" => 12, "(5,9,9)" => 3, "(15,46,46)" => 1, "(10,22,22)" => 1, "(10,27,27)" => 1, "(12,33,33)" => 1, "(9,20,20)" => 2, "(6,12,11)" => 1, "(4,5,5)" => 6, "(10,20,20)" => 1, "(14,44,44)" => 1, "(11,30,30)" => 1, "(9,22,22)" => 4, "(10,24,24)" => 3, "(10,26,26)" => 2, "(6,11,11)" => 8, "(7,15,15)" => 8, "(9,24,24)" => 4, "(5,7,7)" => 8, "(8,18,17)" => 1, "(10,23,23)" => 2, "(8,15,15)" => 3, "(7,17,17)" => 4, "(6,12,12)" => 8, "(9,23,23)" => 1, "(11,31,31)" => 1, "(5,8,8)" => 25, "(3,2,2)" => 1, "(6,9,9)" => 4, "(9,18,18)" => 1, "(13,38,38)" => 1)
4           -0.0198429090095       Dict("(7,14,14)" => 4, "(7,12,12)" => 2, "(8,19,19)" => 3, "(8,17,17)" => 5, "(6,10,10)" => 9, "(8,20,20)" => 2, "(15,48,48)" => 1, "(5,10,10)" => 3, "(7,16,16)" => 4, "(12,35,35)" => 1, "(7,11,11)" => 4, "(10,29,29)" => 1, "(14,42,42)" => 1, "(9,25,25)" => 1, "(10,28,28)" => 1, "(11,29,29)" => 3, "(9,21,21)" => 4, "(6,8,8)" => 1, "(7,13,13)" => 10, "(11,28,28)" => 1, "(12,31,31)" => 1, "(3,3,3)" => 6, "(7,18,18)" => 3, "(6,14,14)" => 2, "(5,6,6)" => 3, "(10,25,25)" => 3, "(8,18,18)" => 5, "(4,6,6)" => 19, "(4,4,4)" => 4, "(6,13,13)" => 7, "(12,32,32)" => 3, "(8,14,14)" => 2, "(5,9,9)" => 5, "(10,22,22)" => 2, "(10,27,27)" => 1, "(12,33,33)" => 1, "(9,20,20)" => 4, "(9,19,18)" => 1, "(4,5,5)" => 7, "(9,22,22)" => 1, "(10,24,24)" => 6, "(10,26,26)" => 1, "(6,11,11)" => 11, "(7,15,15)" => 5, "(9,24,24)" => 1, "(5,7,7)" => 11, "(8,15,15)" => 4, "(7,17,17)" => 3, "(6,12,12)" => 8, "(9,23,23)" => 1, "(8,16,16)" => 1, "(9,20,19)" => 1, "(5,8,8)" => 22, "(3,2,2)" => 3, "(6,9,9)" => 3, "(9,18,18)" => 1)
5           -0.019823455143736     Dict("(7,14,14)" => 5, "(9,19,19)" => 4, "(7,12,12)" => 4, "(8,19,19)" => 5, "(8,17,17)" => 2, "(6,10,10)" => 11, "(11,26,26)" => 1, "(5,10,10)" => 4, "(7,16,16)" => 3, "(11,29,29)" => 1, "(10,21,21)" => 3, "(9,21,21)" => 1, "(6,8,8)" => 1, "(11,27,27)" => 3, "(7,13,13)" => 9, "(11,28,28)" => 1, "(12,31,31)" => 1, "(3,3,3)" => 11, "(5,6,6)" => 3, "(2,1,1)" => 1, "(10,25,25)" => 4, "(8,18,18)" => 3, "(4,6,6)" => 11, "(4,4,4)" => 2, "(9,17,17)" => 1, "(6,13,13)" => 3, "(8,14,14)" => 1, "(5,9,9)" => 9, "(15,46,46)" => 1, "(10,22,22)" => 3, "(9,20,20)" => 3, "(9,19,18)" => 2, "(4,5,5)" => 13, "(10,24,24)" => 1, "(10,26,26)" => 1, "(6,11,11)" => 16, "(7,15,15)" => 5, "(5,7,7)" => 12, "(10,23,23)" => 3, "(8,15,15)" => 1, "(6,12,12)" => 10, "(8,16,16)" => 7, "(5,8,8)" => 23, "(3,2,2)" => 1, "(6,9,9)" => 6, "(9,18,18)" => 1, "(13,38,38)" => 1)
6           -0.019889912226437     Dict("(7,14,14)" => 7, "(9,19,19)" => 2, "(7,12,12)" => 4, "(8,17,17)" => 4, "(6,10,10)" => 9, "(11,26,26)" => 1, "(5,10,10)" => 20, "(7,16,16)" => 5, "(7,11,11)" => 1, "(11,29,29)" => 1, "(9,21,21)" => 4, "(11,27,27)" => 1, "(11,28,28)" => 4, "(7,13,13)" => 8, "(3,3,3)" => 5, "(13,36,35)" => 1, "(5,6,6)" => 4, "(2,1,1)" => 1, "(10,25,25)" => 4, "(8,18,18)" => 5, "(4,6,6)" => 12, "(4,4,4)" => 5, "(6,13,13)" => 3, "(12,32,32)" => 1, "(8,14,14)" => 1, "(5,9,9)" => 7, "(12,33,33)" => 2, "(9,20,20)" => 5, "(13,37,37)" => 2, "(4,5,5)" => 8, "(10,20,20)" => 1, "(11,30,30)" => 1, "(9,22,22)" => 4, "(10,24,24)" => 2, "(10,26,26)" => 2, "(6,11,11)" => 16, "(7,15,15)" => 4, "(5,7,7)" => 12, "(10,23,23)" => 3, "(8,15,15)" => 3, "(6,12,12)" => 11, "(8,16,16)" => 6, "(5,8,8)" => 16, "(6,9,9)" => 3, "(9,18,18)" => 1)
7           -0.020085652153298     Dict("(7,14,14)" => 10, "(9,19,19)" => 4, "(7,12,12)" => 1, "(8,19,19)" => 1, "(8,17,17)" => 5, "(6,10,10)" => 13, "(11,26,26)" => 1, "(5,10,10)" => 7, "(7,16,16)" => 2, "(7,11,11)" => 2, "(14,42,42)" => 1, "(4,3,3)" => 1, "(11,29,29)" => 2, "(10,21,21)" => 1, "(9,21,21)" => 3, "(6,8,8)" => 1, "(11,27,27)" => 1, "(7,13,13)" => 7, "(11,28,28)" => 1, "(3,3,3)" => 5, "(13,36,36)" => 1, "(6,14,14)" => 2, "(5,6,6)" => 3, "(2,1,1)" => 1, "(10,25,25)" => 2, "(8,18,18)" => 1, "(8,16,15)" => 1, "(4,6,6)" => 16, "(4,4,4)" => 8, "(6,13,13)" => 8, "(12,32,32)" => 1, "(8,14,14)" => 3, "(5,9,9)" => 5, "(10,22,22)" => 3, "(12,33,33)" => 1, "(9,20,20)" => 3, "(12,30,30)" => 1, "(4,5,5)" => 10, "(10,24,24)" => 3, "(6,10,9)" => 1, "(10,26,26)" => 1, "(6,11,11)" => 12, "(7,15,15)" => 10, "(5,7,7)" => 7, "(10,23,23)" => 2, "(8,18,17)" => 1, "(8,15,15)" => 3, "(7,17,17)" => 3, "(6,12,12)" => 4, "(13,32,32)" => 1, "(8,16,16)" => 5, "(9,23,23)" => 1, "(11,31,31)" => 1, "(5,8,8)" => 22, "(3,2,2)" => 2, "(6,9,9)" => 4)
8           -0.020110741775326     Dict("(7,14,14)" => 13, "(7,12,12)" => 3, "(8,19,19)" => 4, "(8,17,17)" => 3, "(6,10,10)" => 14, "(10,25,24)" => 1, "(8,20,20)" => 3, "(5,10,10)" => 8, "(7,16,16)" => 8, "(12,35,35)" => 1, "(14,42,42)" => 2, "(12,34,34)" => 1, "(10,28,28)" => 2, "(11,29,29)" => 4, "(9,21,21)" => 2, "(11,28,28)" => 2, "(7,13,13)" => 2, "(3,3,3)" => 3, "(7,18,18)" => 3, "(6,14,14)" => 4, "(5,6,6)" => 1, "(10,25,25)" => 1, "(8,18,18)" => 8, "(4,6,6)" => 9, "(4,4,4)" => 3, "(6,13,13)" => 3, "(12,36,36)" => 1, "(5,9,9)" => 1, "(10,27,27)" => 2, "(11,30,29)" => 1, "(9,20,20)" => 2, "(13,37,37)" => 1, "(4,5,5)" => 11, "(9,22,22)" => 8, "(10,24,24)" => 3, "(10,26,26)" => 4, "(7,15,14)" => 1, "(6,11,11)" => 12, "(7,15,15)" => 11, "(5,7,7)" => 17, "(10,23,23)" => 3, "(8,15,15)" => 1, "(6,12,12)" => 22, "(9,23,23)" => 2, "(8,16,16)" => 4, "(11,31,31)" => 4, "(14,43,43)" => 1, "(5,8,8)" => 7, "(13,35,35)" => 1, "(6,9,9)" => 4, "(13,40,40)" => 1)
9           -0.019773585942745     Dict("(7,14,14)" => 8, "(13,33,33)" => 1, "(9,19,19)" => 5, "(7,12,12)" => 6, "(8,17,17)" => 3, "(6,10,10)" => 17, "(14,40,40)" => 1, "(8,20,20)" => 1, "(5,10,10)" => 8, "(7,16,16)" => 1, "(7,11,11)" => 1, "(9,21,21)" => 3, "(11,27,27)" => 2, "(7,13,13)" => 9, "(12,31,31)" => 1, "(3,3,3)" => 4, "(5,6,6)" => 3, "(10,25,25)" => 1, "(8,18,18)" => 6, "(4,6,6)" => 5, "(4,4,4)" => 13, "(8,14,14)" => 2, "(5,9,9)" => 4, "(10,22,22)" => 2, "(10,27,27)" => 1, "(12,33,33)" => 1, "(9,20,20)" => 3, "(13,37,37)" => 1, "(11,25,25)" => 2, "(4,5,5)" => 21, "(9,22,22)" => 1, "(10,24,24)" => 1, "(11,30,28)" => 1, "(10,26,26)" => 2, "(6,11,11)" => 16, "(7,15,15)" => 3, "(5,7,7)" => 18, "(10,23,23)" => 2, "(8,15,15)" => 4, "(6,12,12)" => 3, "(8,16,16)" => 7, "(5,8,8)" => 19, "(3,2,2)" => 1, "(12,29,29)" => 2, "(6,9,9)" => 3, "(9,18,18)" => 1)
10          -0.019483023967254     Dict("(7,14,14)" => 11, "(9,19,19)" => 2, "(7,12,12)" => 4, "(8,19,19)" => 1, "(8,17,17)" => 11, "(6,10,10)" => 7, "(15,42,42)" => 1, "(11,26,26)" => 2, "(14,40,39)" => 1, "(5,10,10)" => 16, "(7,16,16)" => 5, "(7,11,11)" => 2, "(12,34,34)" => 1, "(10,28,28)" => 1, "(4,3,3)" => 1, "(11,29,29)" => 1, "(9,21,21)" => 4, "(6,8,8)" => 1, "(11,27,27)" => 1, "(11,28,28)" => 1, "(7,13,13)" => 5, "(12,31,31)" => 2, "(3,3,3)" => 7, "(13,36,36)" => 1, "(5,6,6)" => 1, "(2,1,1)" => 1, "(10,25,25)" => 1, "(8,18,18)" => 3, "(4,6,6)" => 7, "(4,4,4)" => 7, "(6,13,13)" => 4, "(5,9,9)" => 2, "(10,22,22)" => 3, "(10,27,27)" => 1, "(12,33,33)" => 1, "(9,20,20)" => 1, "(11,25,25)" => 1, "(4,5,5)" => 13, "(11,30,30)" => 2, "(9,22,22)" => 3, "(10,24,24)" => 1, "(6,11,11)" => 10, "(7,15,15)" => 8, "(5,7,7)" => 11, "(10,23,23)" => 1, "(8,15,15)" => 3, "(6,12,12)" => 19, "(9,23,23)" => 1, "(8,16,16)" => 5, "(14,43,43)" => 1, "(5,8,8)" => 17, "(3,2,2)" => 2, "(6,9,9)" => 2)
