Config #    Energy                 Total CNA Profile
1           -0.020499364400706     Dict("(3,1,1)" => 48, "(4,2,1)" => 60, "(2,1,1)" => 24, "(2,0,0)" => 12)
2           -0.019880058876132     Dict("(6,6,5)" => 1, "(5,4,4)" => 4, "(6,6,6)" => 15, "(3,2,2)" => 59, "(2,1,1)" => 6, "(5,5,5)" => 38, "(4,3,3)" => 24, "(4,4,4)" => 12)
3           -0.019786212216706     Dict("(6,8,8)" => 3, "(5,5,5)" => 39, "(3,3,3)" => 2, "(5,6,6)" => 3, "(2,1,1)" => 4, "(4,5,5)" => 6, "(6,7,7)" => 4, "(5,4,4)" => 2, "(4,4,4)" => 7, "(7,9,9)" => 4, "(6,6,6)" => 7, "(3,2,2)" => 59, "(4,3,3)" => 19)
4           -0.0198429090095       Dict("(6,8,8)" => 2, "(5,5,5)" => 33, "(3,3,3)" => 1, "(7,10,10)" => 2, "(5,6,6)" => 3, "(2,1,1)" => 10, "(4,5,5)" => 5, "(6,7,7)" => 4, "(5,4,4)" => 4, "(4,4,4)" => 11, "(7,9,9)" => 3, "(6,6,6)" => 7, "(3,2,2)" => 48, "(4,3,3)" => 26)
5           -0.019823455143736     Dict("(6,6,5)" => 2, "(5,4,4)" => 2, "(6,6,6)" => 4, "(3,2,2)" => 53, "(2,1,1)" => 8, "(5,5,5)" => 52, "(4,3,3)" => 30, "(4,4,4)" => 5)
6           -0.019889912226437     Dict("(6,8,8)" => 1, "(5,5,5)" => 39, "(3,3,3)" => 1, "(6,6,5)" => 1, "(5,6,6)" => 1, "(2,1,1)" => 9, "(4,5,5)" => 3, "(6,7,7)" => 2, "(5,4,4)" => 5, "(4,4,4)" => 11, "(7,9,9)" => 1, "(6,6,6)" => 8, "(3,2,2)" => 51, "(4,3,3)" => 24, "(6,7,6)" => 1)
7           -0.020085652153298     Dict("(3,1,1)" => 4, "(5,4,4)" => 7, "(2,1,1)" => 5, "(3,2,2)" => 54, "(6,6,6)" => 11, "(2,0,0)" => 1, "(4,4,4)" => 9, "(4,3,3)" => 29, "(5,5,5)" => 40)
8           -0.020110741775326     Dict("(6,8,8)" => 1, "(5,5,5)" => 35, "(3,3,3)" => 2, "(7,10,10)" => 2, "(6,6,5)" => 1, "(5,6,6)" => 8, "(2,1,1)" => 4, "(4,5,5)" => 6, "(8,13,13)" => 2, "(6,7,7)" => 6, "(4,6,6)" => 3, "(1,0,0)" => 1, "(4,4,4)" => 7, "(7,11,11)" => 6, "(4,2,2)" => 2, "(7,9,8)" => 1, "(7,9,9)" => 2, "(6,6,6)" => 2, "(3,2,2)" => 54, "(6,9,9)" => 1, "(4,3,3)" => 17, "(8,13,12)" => 1, "(6,7,6)" => 1)
9           -0.019773585942745     Dict("(6,8,8)" => 4, "(5,5,5)" => 42, "(3,3,3)" => 1, "(5,6,6)" => 5, "(2,1,1)" => 7, "(4,5,5)" => 4, "(8,12,12)" => 1, "(6,7,7)" => 3, "(5,4,4)" => 2, "(4,4,4)" => 5, "(7,9,9)" => 2, "(6,6,6)" => 6, "(3,2,2)" => 53, "(4,3,3)" => 25, "(6,7,6)" => 2)
10          -0.019483023967254     Dict("(6,8,8)" => 4, "(5,5,5)" => 40, "(7,10,10)" => 2, "(5,6,6)" => 4, "(2,1,1)" => 15, "(4,5,5)" => 2, "(8,12,12)" => 1, "(5,7,7)" => 2, "(6,7,7)" => 5, "(5,4,4)" => 1, "(4,4,4)" => 2, "(6,6,6)" => 2, "(3,2,2)" => 41, "(4,3,3)" => 36)
