Config #    Energy                 Total CNA Profile
1           -0.020499364400706     Dict("(10,41,41)" => 24, "(13,69,69)" => 60, "(18,113,113)" => 48, "(15,87,87)" => 24, "(18,118,118)" => 12, "(28,226,226)" => 3, "(23,175,175)" => 24, "(16,95,95)" => 96, "(14,77,77)" => 12, "(28,233,233)" => 12, "(11,48,48)" => 48, "(19,127,127)" => 24, "(14,69,69)" => 12, "(15,83,83)" => 24)
2           -0.019880058876132     Dict("(20,145,145)" => 3, "(11,50,50)" => 2, "(16,102,102)" => 2, "(24,186,186)" => 1, "(28,248,248)" => 1, "(30,270,270)" => 1, "(21,151,151)" => 1, "(17,103,103)" => 3, "(20,138,138)" => 2, "(24,189,189)" => 1, "(14,77,77)" => 6, "(19,128,128)" => 2, "(20,141,141)" => 9, "(34,330,330)" => 1, "(18,117,117)" => 1, "(18,123,123)" => 2, "(15,86,86)" => 5, "(24,191,191)" => 2, "(26,214,214)" => 1, "(28,246,246)" => 1, "(12,62,62)" => 1, "(22,162,162)" => 1, "(27,234,234)" => 1, "(21,157,157)" => 2, "(10,41,41)" => 1, "(16,99,99)" => 7, "(13,69,69)" => 1, "(9,34,34)" => 1, "(29,254,254)" => 1, "(12,58,58)" => 2, "(24,193,193)" => 2, "(12,63,63)" => 1, "(21,153,153)" => 1, "(15,87,87)" => 8, "(17,109,109)" => 14, "(18,113,113)" => 1, "(16,101,101)" => 6, "(17,110,110)" => 10, "(20,147,147)" => 2, "(18,118,118)" => 6, "(10,42,42)" => 6, "(20,140,140)" => 1, "(14,79,79)" => 9, "(18,120,120)" => 5, "(21,156,156)" => 8, "(19,129,129)" => 7, "(21,148,148)" => 1, "(31,290,290)" => 1, "(20,139,139)" => 2, "(19,133,133)" => 4, "(23,181,181)" => 1, "(30,275,275)" => 1, "(15,89,89)" => 6, "(21,152,152)" => 2, "(14,81,81)" => 11, "(20,144,144)" => 1, "(17,106,106)" => 2, "(23,174,174)" => 2, "(15,90,90)" => 11, "(17,113,113)" => 5, "(17,114,114)" => 1, "(21,146,146)" => 1, "(14,74,74)" => 1, "(18,115,115)" => 1, "(24,190,190)" => 1, "(16,93,93)" => 1, "(18,124,124)" => 2, "(10,43,43)" => 3, "(19,130,130)" => 4, "(15,85,85)" => 3, "(21,158,158)" => 1, "(8,28,28)" => 1, "(27,227,227)" => 1, "(16,98,98)" => 8, "(19,126,126)" => 4, "(16,100,100)" => 7, "(11,51,51)" => 7, "(14,78,78)" => 10, "(23,182,182)" => 2, "(29,261,261)" => 1, "(22,164,164)" => 1, "(12,60,60)" => 12, "(13,71,71)" => 3, "(19,131,131)" => 3, "(12,59,59)" => 5, "(11,49,49)" => 2, "(15,92,92)" => 1, "(12,61,61)" => 4, "(19,135,135)" => 1, "(18,122,122)" => 3, "(17,104,104)" => 3, "(20,143,143)" => 1, "(20,146,146)" => 1, "(11,48,48)" => 3, "(15,88,88)" => 5, "(23,178,178)" => 2, "(13,70,70)" => 8, "(9,36,36)" => 1, "(22,160,160)" => 1, "(9,35,35)" => 1, "(31,286,286)" => 1, "(13,67,67)" => 5, "(17,108,108)" => 5, "(22,171,171)" => 1, "(13,65,65)" => 2, "(19,132,132)" => 4, "(13,66,66)" => 8, "(16,97,97)" => 3, "(13,72,72)" => 2, "(25,203,203)" => 2, "(22,168,168)" => 4, "(17,105,105)" => 2, "(13,68,68)" => 7, "(20,142,142)" => 1, "(16,96,96)" => 1, "(14,76,76)" => 3, "(22,170,170)" => 2, "(25,207,207)" => 1, "(12,57,57)" => 3, "(18,116,116)" => 1, "(28,240,240)" => 1, "(18,121,121)" => 3, "(11,52,52)" => 2, "(16,95,95)" => 5, "(25,198,198)" => 1, "(14,75,75)" => 3, "(15,91,91)" => 6, "(11,53,53)" => 2, "(18,119,119)" => 7, "(14,80,80)" => 10, "(21,154,154)" => 2, "(17,107,107)" => 4, "(15,84,84)" => 3, "(17,112,112)" => 2)
3           -0.019786212216706     Dict("(20,145,145)" => 1, "(17,111,111)" => 6, "(11,50,50)" => 2, "(16,102,102)" => 4, "(21,151,151)" => 3, "(23,180,180)" => 1, "(22,172,172)" => 2, "(15,93,93)" => 6, "(19,136,136)" => 2, "(13,73,73)" => 1, "(24,192,192)" => 2, "(14,77,77)" => 4, "(24,189,189)" => 1, "(31,294,294)" => 1, "(9,32,32)" => 1, "(20,141,141)" => 1, "(24,194,194)" => 1, "(21,149,149)" => 1, "(24,196,196)" => 1, "(18,117,117)" => 5, "(18,123,123)" => 6, "(17,115,115)" => 1, "(15,86,86)" => 1, "(24,191,191)" => 2, "(22,169,169)" => 3, "(26,220,220)" => 1, "(14,73,73)" => 1, "(12,62,62)" => 1, "(21,157,157)" => 2, "(10,41,41)" => 3, "(16,99,99)" => 8, "(23,183,183)" => 2, "(13,69,69)" => 5, "(12,58,58)" => 9, "(10,44,44)" => 1, "(21,153,153)" => 1, "(17,109,109)" => 7, "(15,87,87)" => 2, "(10,40,40)" => 3, "(17,110,110)" => 6, "(16,101,101)" => 5, "(11,54,54)" => 1, "(20,147,147)" => 2, "(21,159,159)" => 1, "(22,167,167)" => 2, "(10,42,42)" => 4, "(19,129,129)" => 5, "(14,79,79)" => 6, "(21,156,156)" => 2, "(18,120,120)" => 4, "(25,204,204)" => 2, "(18,118,118)" => 4, "(33,318,318)" => 1, "(19,133,133)" => 5, "(14,81,81)" => 8, "(15,89,89)" => 4, "(17,106,106)" => 1, "(15,90,90)" => 6, "(25,200,200)" => 1, "(17,113,113)" => 3, "(14,82,82)" => 7, "(18,125,125)" => 1, "(18,115,115)" => 1, "(24,190,190)" => 2, "(10,43,43)" => 2, "(19,130,130)" => 6, "(15,85,85)" => 4, "(16,98,98)" => 7, "(14,78,78)" => 4, "(16,100,100)" => 6, "(11,51,51)" => 5, "(21,155,155)" => 1, "(23,182,182)" => 1, "(28,243,243)" => 1, "(12,60,60)" => 6, "(13,71,71)" => 3, "(19,131,131)" => 6, "(12,59,59)" => 8, "(19,135,135)" => 4, "(12,61,61)" => 6, "(15,92,92)" => 3, "(11,49,49)" => 2, "(18,122,122)" => 5, "(14,83,83)" => 1, "(25,205,205)" => 1, "(23,177,177)" => 1, "(19,138,138)" => 1, "(17,104,104)" => 1, "(20,143,143)" => 4, "(16,94,94)" => 1, "(15,88,88)" => 13, "(23,178,178)" => 1, "(13,70,70)" => 7, "(23,176,176)" => 1, "(17,108,108)" => 11, "(21,160,160)" => 3, "(13,65,65)" => 1, "(22,171,171)" => 3, "(28,252,252)" => 1, "(19,132,132)" => 2, "(13,66,66)" => 8, "(16,97,97)" => 5, "(9,33,33)" => 1, "(23,179,179)" => 2, "(13,72,72)" => 2, "(30,274,274)" => 1, "(22,168,168)" => 2, "(30,277,277)" => 3, "(17,105,105)" => 1, "(13,68,68)" => 4, "(20,142,142)" => 3, "(16,96,96)" => 4, "(22,170,170)" => 5, "(14,76,76)" => 1, "(28,250,250)" => 1, "(12,57,57)" => 7, "(19,137,137)" => 2, "(18,126,126)" => 1, "(18,121,121)" => 2, "(11,52,52)" => 3, "(16,95,95)" => 2, "(23,175,175)" => 1, "(14,75,75)" => 1, "(27,237,237)" => 1, "(20,149,149)" => 1, "(15,91,91)" => 9, "(16,103,103)" => 1, "(26,223,223)" => 1, "(18,119,119)" => 9, "(14,80,80)" => 9, "(22,166,166)" => 1, "(19,134,134)" => 3, "(21,154,154)" => 1, "(17,107,107)" => 4, "(22,165,165)" => 2, "(17,112,112)" => 7, "(30,279,279)" => 1)
4           -0.0198429090095       Dict("(20,145,145)" => 1, "(17,111,111)" => 9, "(11,50,50)" => 6, "(16,102,102)" => 3, "(28,248,248)" => 1, "(17,103,103)" => 2, "(23,180,180)" => 1, "(22,172,172)" => 2, "(15,93,93)" => 1, "(19,136,136)" => 1, "(20,138,138)" => 1, "(24,189,189)" => 1, "(14,77,77)" => 5, "(19,128,128)" => 7, "(9,32,32)" => 1, "(20,141,141)" => 1, "(13,64,64)" => 3, "(24,194,194)" => 2, "(19,127,127)" => 1, "(22,163,163)" => 2, "(18,117,117)" => 1, "(18,123,123)" => 7, "(15,86,86)" => 3, "(22,169,169)" => 2, "(24,191,191)" => 1, "(14,73,73)" => 3, "(12,62,62)" => 4, "(21,157,157)" => 2, "(10,41,41)" => 2, "(16,99,99)" => 11, "(12,54,54)" => 1, "(13,69,69)" => 3, "(9,34,34)" => 2, "(25,208,208)" => 2, "(12,58,58)" => 3, "(24,193,193)" => 3, "(10,44,44)" => 1, "(21,153,153)" => 2, "(15,87,87)" => 6, "(17,109,109)" => 6, "(10,40,40)" => 1, "(16,101,101)" => 7, "(11,47,47)" => 1, "(17,110,110)" => 3, "(20,147,147)" => 4, "(29,254,254)" => 1, "(18,118,118)" => 5, "(10,42,42)" => 1, "(19,129,129)" => 1, "(18,120,120)" => 9, "(14,79,79)" => 11, "(21,156,156)" => 1, "(28,244,244)" => 1, "(25,204,204)" => 1, "(20,139,139)" => 2, "(19,133,133)" => 2, "(15,89,89)" => 7, "(14,81,81)" => 4, "(20,144,144)" => 4, "(21,152,152)" => 1, "(17,106,106)" => 6, "(23,174,174)" => 1, "(15,90,90)" => 4, "(27,236,236)" => 1, "(14,74,74)" => 2, "(14,82,82)" => 3, "(18,125,125)" => 3, "(24,190,190)" => 2, "(16,93,93)" => 1, "(18,124,124)" => 2, "(10,43,43)" => 3, "(19,130,130)" => 5, "(15,85,85)" => 2, "(21,158,158)" => 1, "(32,300,300)" => 1, "(14,78,78)" => 6, "(16,98,98)" => 2, "(16,100,100)" => 8, "(11,51,51)" => 2, "(23,182,182)" => 2, "(10,39,39)" => 1, "(28,243,243)" => 1, "(12,60,60)" => 6, "(13,71,71)" => 6, "(19,131,131)" => 5, "(11,49,49)" => 4, "(19,135,135)" => 2, "(12,61,61)" => 9, "(12,59,59)" => 7, "(15,92,92)" => 1, "(19,125,125)" => 2, "(18,122,122)" => 4, "(23,177,177)" => 1, "(12,55,55)" => 1, "(17,104,104)" => 1, "(20,143,143)" => 4, "(20,146,146)" => 2, "(11,48,48)" => 3, "(7,20,20)" => 1, "(23,178,178)" => 2, "(15,88,88)" => 9, "(13,70,70)" => 5, "(15,82,82)" => 3, "(29,259,259)" => 1, "(15,83,83)" => 2, "(13,67,67)" => 7, "(17,108,108)" => 3, "(24,195,195)" => 1, "(13,65,65)" => 3, "(25,206,206)" => 1, "(19,132,132)" => 2, "(13,66,66)" => 4, "(16,97,97)" => 6, "(13,72,72)" => 1, "(23,179,179)" => 2, "(25,203,203)" => 1, "(29,264,264)" => 1, "(22,168,168)" => 3, "(17,105,105)" => 1, "(13,68,68)" => 7, "(16,96,96)" => 3, "(14,76,76)" => 4, "(8,25,25)" => 1, "(28,250,250)" => 1, "(12,57,57)" => 5, "(18,116,116)" => 2, "(18,121,121)" => 3, "(25,201,201)" => 1, "(16,95,95)" => 5, "(11,52,52)" => 3, "(23,175,175)" => 2, "(14,75,75)" => 3, "(16,103,103)" => 1, "(15,91,91)" => 5, "(18,119,119)" => 5, "(12,56,56)" => 1, "(14,80,80)" => 1, "(30,273,273)" => 1, "(31,293,293)" => 1, "(19,134,134)" => 1, "(21,154,154)" => 3, "(17,107,107)" => 8, "(15,84,84)" => 1, "(22,165,165)" => 2)
5           -0.019823455143736     Dict("(20,145,145)" => 4, "(28,245,245)" => 1, "(25,210,210)" => 1, "(17,111,111)" => 3, "(11,50,50)" => 4, "(16,102,102)" => 3, "(19,120,120)" => 1, "(13,61,61)" => 1, "(28,248,248)" => 1, "(15,81,81)" => 2, "(17,103,103)" => 2, "(21,151,151)" => 1, "(23,180,180)" => 1, "(15,93,93)" => 1, "(16,92,92)" => 2, "(20,138,138)" => 1, "(21,150,150)" => 1, "(27,229,229)" => 1, "(24,192,192)" => 1, "(14,77,77)" => 7, "(11,46,46)" => 2, "(9,32,32)" => 1, "(21,149,149)" => 1, "(8,27,27)" => 1, "(22,163,163)" => 1, "(19,127,127)" => 1, "(24,196,196)" => 1, "(18,117,117)" => 4, "(15,86,86)" => 4, "(22,169,169)" => 2, "(24,191,191)" => 1, "(12,62,62)" => 2, "(23,173,173)" => 1, "(16,99,99)" => 4, "(13,69,69)" => 3, "(9,34,34)" => 2, "(12,58,58)" => 2, "(24,193,193)" => 1, "(12,63,63)" => 3, "(10,44,44)" => 1, "(17,109,109)" => 2, "(15,87,87)" => 6, "(17,110,110)" => 9, "(21,159,159)" => 1, "(25,211,211)" => 1, "(20,147,147)" => 2, "(16,101,101)" => 7, "(22,167,167)" => 3, "(10,42,42)" => 7, "(20,140,140)" => 1, "(18,120,120)" => 4, "(21,156,156)" => 3, "(14,79,79)" => 5, "(19,129,129)" => 5, "(14,70,70)" => 3, "(18,118,118)" => 2, "(30,275,275)" => 1, "(19,133,133)" => 2, "(14,81,81)" => 7, "(15,89,89)" => 6, "(20,144,144)" => 5, "(10,37,37)" => 1, "(17,106,106)" => 2, "(23,174,174)" => 1, "(15,90,90)" => 6, "(25,200,200)" => 1, "(21,152,152)" => 2, "(27,236,236)" => 1, "(17,113,113)" => 1, "(17,114,114)" => 2, "(14,74,74)" => 1, "(18,125,125)" => 2, "(21,146,146)" => 1, "(18,115,115)" => 1, "(14,82,82)" => 1, "(16,93,93)" => 2, "(24,190,190)" => 1, "(10,43,43)" => 3, "(18,124,124)" => 1, "(15,85,85)" => 1, "(19,130,130)" => 1, "(14,78,78)" => 13, "(16,98,98)" => 9, "(16,100,100)" => 10, "(11,51,51)" => 6, "(21,155,155)" => 1, "(22,164,164)" => 1, "(10,39,39)" => 1, "(12,60,60)" => 4, "(13,71,71)" => 6, "(19,131,131)" => 4, "(12,59,59)" => 5, "(19,135,135)" => 6, "(15,92,92)" => 3, "(11,49,49)" => 4, "(12,61,61)" => 4, "(18,122,122)" => 2, "(25,205,205)" => 1, "(22,161,161)" => 1, "(12,55,55)" => 1, "(16,94,94)" => 4, "(12,64,64)" => 1, "(20,146,146)" => 1, "(20,143,143)" => 1, "(11,48,48)" => 3, "(15,88,88)" => 14, "(13,70,70)" => 5, "(9,36,36)" => 1, "(22,160,160)" => 1, "(17,102,102)" => 1, "(19,122,122)" => 1, "(19,123,123)" => 1, "(29,259,259)" => 1, "(15,83,83)" => 1, "(22,171,171)" => 1, "(13,67,67)" => 3, "(17,108,108)" => 9, "(13,65,65)" => 3, "(25,212,212)" => 1, "(25,206,206)" => 2, "(13,62,62)" => 1, "(19,132,132)" => 3, "(23,179,179)" => 3, "(13,66,66)" => 8, "(9,33,33)" => 1, "(13,72,72)" => 3, "(16,91,91)" => 1, "(16,97,97)" => 2, "(22,168,168)" => 1, "(17,105,105)" => 1, "(13,68,68)" => 6, "(20,142,142)" => 1, "(16,96,96)" => 6, "(25,207,207)" => 1, "(22,155,155)" => 1, "(14,76,76)" => 1, "(12,57,57)" => 1, "(18,116,116)" => 4, "(18,121,121)" => 11, "(11,52,52)" => 4, "(16,95,95)" => 1, "(25,198,198)" => 1, "(16,103,103)" => 1, "(15,91,91)" => 3, "(26,223,223)" => 1, "(18,119,119)" => 4, "(14,80,80)" => 6, "(22,166,166)" => 2, "(19,134,134)" => 2, "(10,38,38)" => 1, "(27,233,233)" => 2, "(17,107,107)" => 3, "(21,154,154)" => 4, "(15,84,84)" => 2, "(22,165,165)" => 2, "(17,112,112)" => 1, "(27,235,235)" => 1, "(32,296,296)" => 1)
6           -0.019889912226437     Dict("(20,145,145)" => 1, "(17,111,111)" => 6, "(11,50,50)" => 8, "(16,102,102)" => 2, "(21,151,151)" => 2, "(20,138,138)" => 1, "(13,73,73)" => 1, "(24,192,192)" => 4, "(14,77,77)" => 6, "(20,137,137)" => 1, "(19,128,128)" => 1, "(20,135,135)" => 1, "(20,141,141)" => 2, "(24,194,194)" => 1, "(24,196,196)" => 1, "(15,86,86)" => 7, "(24,191,191)" => 2, "(12,62,62)" => 6, "(27,234,234)" => 1, "(10,41,41)" => 2, "(16,99,99)" => 8, "(23,183,183)" => 1, "(13,69,69)" => 1, "(12,58,58)" => 5, "(24,193,193)" => 2, "(12,63,63)" => 1, "(10,44,44)" => 4, "(17,109,109)" => 17, "(28,242,242)" => 2, "(15,87,87)" => 1, "(17,110,110)" => 5, "(27,230,230)" => 1, "(16,101,101)" => 3, "(10,40,40)" => 1, "(18,118,118)" => 6, "(10,42,42)" => 3, "(20,140,140)" => 1, "(19,129,129)" => 2, "(14,79,79)" => 13, "(18,120,120)" => 10, "(21,148,148)" => 1, "(10,45,45)" => 2, "(21,156,156)" => 2, "(22,167,167)" => 2, "(19,133,133)" => 5, "(23,181,181)" => 2, "(31,290,290)" => 1, "(15,89,89)" => 16, "(21,152,152)" => 2, "(20,144,144)" => 2, "(14,81,81)" => 2, "(17,106,106)" => 1, "(15,90,90)" => 6, "(17,113,113)" => 2, "(18,125,125)" => 2, "(14,82,82)" => 3, "(18,115,115)" => 2, "(30,276,276)" => 1, "(31,289,289)" => 1, "(18,124,124)" => 2, "(10,43,43)" => 3, "(19,130,130)" => 1, "(15,85,85)" => 2, "(16,98,98)" => 13, "(14,78,78)" => 9, "(27,232,232)" => 1, "(16,100,100)" => 7, "(19,126,126)" => 1, "(11,51,51)" => 10, "(21,155,155)" => 2, "(23,182,182)" => 1, "(12,60,60)" => 8, "(18,114,114)" => 2, "(13,71,71)" => 3, "(12,59,59)" => 6, "(19,135,135)" => 4, "(12,61,61)" => 4, "(19,125,125)" => 3, "(15,92,92)" => 3, "(19,131,131)" => 3, "(11,49,49)" => 1, "(18,122,122)" => 6, "(25,205,205)" => 1, "(16,94,94)" => 1, "(20,146,146)" => 5, "(15,88,88)" => 9, "(23,178,178)" => 4, "(13,70,70)" => 5, "(9,35,35)" => 2, "(13,67,67)" => 7, "(17,108,108)" => 8, "(22,171,171)" => 1, "(13,65,65)" => 1, "(21,160,160)" => 1, "(25,206,206)" => 1, "(19,132,132)" => 2, "(30,274,274)" => 1, "(16,97,97)" => 1, "(13,72,72)" => 2, "(9,33,33)" => 1, "(25,203,203)" => 1, "(13,66,66)" => 1, "(22,168,168)" => 3, "(17,105,105)" => 3, "(13,68,68)" => 4, "(20,142,142)" => 2, "(16,96,96)" => 1, "(22,170,170)" => 1, "(14,76,76)" => 2, "(21,147,147)" => 1, "(12,57,57)" => 1, "(18,116,116)" => 1, "(18,121,121)" => 8, "(11,52,52)" => 3, "(16,95,95)" => 1, "(16,103,103)" => 1, "(15,91,91)" => 6, "(20,149,149)" => 1, "(26,223,223)" => 3, "(18,119,119)" => 1, "(11,53,53)" => 1, "(12,56,56)" => 1, "(14,80,80)" => 13, "(22,166,166)" => 3, "(19,134,134)" => 1, "(21,154,154)" => 1, "(17,107,107)" => 7, "(27,233,233)" => 1, "(22,165,165)" => 1, "(27,235,235)" => 1, "(17,112,112)" => 4)
7           -0.020085652153298     Dict("(20,145,145)" => 3, "(28,245,245)" => 2, "(17,111,111)" => 5, "(11,50,50)" => 6, "(16,102,102)" => 1, "(24,186,186)" => 2, "(17,103,103)" => 4, "(19,136,136)" => 3, "(20,138,138)" => 3, "(13,73,73)" => 1, "(12,53,53)" => 1, "(14,77,77)" => 7, "(20,137,137)" => 2, "(27,226,226)" => 1, "(25,197,197)" => 1, "(19,124,124)" => 1, "(20,135,135)" => 1, "(19,128,128)" => 2, "(28,241,241)" => 1, "(22,163,163)" => 2, "(19,127,127)" => 3, "(24,187,187)" => 1, "(18,117,117)" => 1, "(18,123,123)" => 2, "(15,86,86)" => 2, "(22,169,169)" => 1, "(26,220,220)" => 1, "(31,278,278)" => 1, "(12,62,62)" => 5, "(23,172,172)" => 1, "(21,157,157)" => 1, "(10,41,41)" => 1, "(16,99,99)" => 9, "(25,208,208)" => 1, "(13,69,69)" => 7, "(12,58,58)" => 10, "(10,44,44)" => 1, "(21,153,153)" => 2, "(15,87,87)" => 9, "(20,136,136)" => 4, "(17,109,109)" => 10, "(17,110,110)" => 5, "(16,101,101)" => 7, "(11,47,47)" => 1, "(10,40,40)" => 3, "(18,118,118)" => 4, "(19,129,129)" => 1, "(18,120,120)" => 9, "(14,79,79)" => 6, "(20,140,140)" => 1, "(21,148,148)" => 1, "(21,156,156)" => 1, "(25,204,204)" => 1, "(20,139,139)" => 3, "(26,212,212)" => 1, "(15,89,89)" => 10, "(14,81,81)" => 6, "(17,106,106)" => 7, "(15,90,90)" => 6, "(14,74,74)" => 2, "(18,125,125)" => 1, "(14,82,82)" => 5, "(18,115,115)" => 2, "(16,93,93)" => 3, "(10,43,43)" => 3, "(19,130,130)" => 5, "(15,85,85)" => 1, "(21,158,158)" => 1, "(24,188,188)" => 1, "(18,112,112)" => 1, "(14,78,78)" => 10, "(16,98,98)" => 6, "(21,155,155)" => 5, "(11,51,51)" => 9, "(27,231,231)" => 2, "(29,261,261)" => 1, "(16,100,100)" => 9, "(19,126,126)" => 1, "(22,164,164)" => 1, "(12,60,60)" => 3, "(13,71,71)" => 2, "(22,159,159)" => 1, "(12,59,59)" => 6, "(18,114,114)" => 2, "(31,285,285)" => 1, "(19,125,125)" => 2, "(11,49,49)" => 3, "(12,61,61)" => 1, "(19,131,131)" => 1, "(22,161,161)" => 1, "(23,177,177)" => 2, "(26,219,219)" => 1, "(16,94,94)" => 2, "(20,143,143)" => 3, "(20,146,146)" => 1, "(12,64,64)" => 2, "(11,48,48)" => 2, "(15,88,88)" => 11, "(23,178,178)" => 1, "(13,70,70)" => 6, "(15,83,83)" => 1, "(23,176,176)" => 2, "(17,108,108)" => 7, "(13,67,67)" => 4, "(13,65,65)" => 2, "(23,179,179)" => 1, "(16,97,97)" => 8, "(13,66,66)" => 1, "(13,72,72)" => 1, "(9,33,33)" => 1, "(25,199,199)" => 1, "(17,105,105)" => 6, "(13,68,68)" => 5, "(20,142,142)" => 1, "(16,96,96)" => 6, "(14,76,76)" => 4, "(12,57,57)" => 5, "(18,116,116)" => 4, "(23,175,175)" => 3, "(18,121,121)" => 3, "(16,95,95)" => 3, "(11,52,52)" => 4, "(14,75,75)" => 1, "(15,91,91)" => 3, "(18,119,119)" => 4, "(11,53,53)" => 1, "(12,56,56)" => 1, "(14,80,80)" => 12, "(22,166,166)" => 4, "(19,134,134)" => 1, "(21,154,154)" => 1, "(17,107,107)" => 2, "(22,165,165)" => 1, "(15,84,84)" => 3, "(32,298,298)" => 1, "(17,112,112)" => 2)
8           -0.020110741775326     Dict("(20,145,145)" => 4, "(17,111,111)" => 1, "(11,50,50)" => 7, "(16,102,102)" => 6, "(28,248,248)" => 4, "(21,151,151)" => 2, "(22,172,172)" => 1, "(23,180,180)" => 2, "(19,136,136)" => 1, "(15,93,93)" => 1, "(13,73,73)" => 1, "(14,77,77)" => 3, "(19,128,128)" => 1, "(20,141,141)" => 3, "(19,127,127)" => 1, "(18,117,117)" => 4, "(18,123,123)" => 2, "(15,86,86)" => 7, "(22,169,169)" => 5, "(31,288,288)" => 1, "(12,62,62)" => 4, "(21,157,157)" => 6, "(10,41,41)" => 4, "(11,55,55)" => 2, "(16,99,99)" => 4, "(13,69,69)" => 6, "(23,183,183)" => 3, "(12,58,58)" => 4, "(24,193,193)" => 2, "(12,63,63)" => 4, "(21,153,153)" => 1, "(17,109,109)" => 6, "(15,87,87)" => 6, "(31,287,287)" => 2, "(16,101,101)" => 7, "(17,110,110)" => 3, "(10,40,40)" => 1, "(18,118,118)" => 4, "(10,42,42)" => 3, "(19,129,129)" => 4, "(14,79,79)" => 13, "(18,120,120)" => 6, "(10,45,45)" => 1, "(28,249,249)" => 2, "(21,156,156)" => 6, "(22,167,167)" => 1, "(20,139,139)" => 1, "(19,133,133)" => 6, "(26,222,222)" => 3, "(15,89,89)" => 10, "(14,81,81)" => 4, "(21,152,152)" => 2, "(20,144,144)" => 2, "(17,106,106)" => 1, "(15,90,90)" => 12, "(14,74,74)" => 1, "(24,190,190)" => 2, "(18,124,124)" => 4, "(10,43,43)" => 4, "(19,130,130)" => 5, "(15,85,85)" => 1, "(21,158,158)" => 2, "(16,98,98)" => 13, "(14,78,78)" => 5, "(16,100,100)" => 14, "(11,51,51)" => 5, "(21,155,155)" => 2, "(20,148,148)" => 1, "(22,164,164)" => 1, "(12,60,60)" => 2, "(13,71,71)" => 6, "(19,131,131)" => 4, "(11,49,49)" => 3, "(12,59,59)" => 9, "(12,61,61)" => 10, "(19,125,125)" => 1, "(19,135,135)" => 2, "(18,122,122)" => 4, "(14,83,83)" => 4, "(17,104,104)" => 1, "(20,143,143)" => 4, "(20,146,146)" => 6, "(15,88,88)" => 19, "(13,70,70)" => 5, "(29,259,259)" => 3, "(9,35,35)" => 1, "(13,67,67)" => 3, "(17,108,108)" => 4, "(23,176,176)" => 2, "(13,65,65)" => 1, "(13,74,74)" => 1, "(19,132,132)" => 8, "(13,66,66)" => 2, "(16,97,97)" => 6, "(13,72,72)" => 5, "(17,105,105)" => 1, "(13,68,68)" => 1, "(20,142,142)" => 1, "(16,96,96)" => 2, "(28,247,247)" => 3, "(12,57,57)" => 1, "(18,116,116)" => 1, "(18,121,121)" => 7, "(11,52,52)" => 1, "(16,103,103)" => 1, "(15,91,91)" => 7, "(18,119,119)" => 4, "(11,53,53)" => 2, "(14,80,80)" => 3, "(19,134,134)" => 1, "(21,154,154)" => 3, "(17,107,107)" => 5, "(22,165,165)" => 2, "(17,112,112)" => 4)
