Config #    Energy                 Total CNA Profile
1           -0.020499364400706     Dict("(12,42,42)" => 12, "(10,31,31)" => 12, "(12,41,40)" => 2, "(6,15,15)" => 24, "(11,41,41)" => 12, "(16,75,75)" => 6, "(8,25,25)" => 18, "(13,55,55)" => 6, "(15,68,68)" => 6, "(8,24,24)" => 48, "(10,37,37)" => 6, "(12,48,48)" => 24, "(10,36,36)" => 30, "(14,58,58)" => 3, "(12,41,41)" => 10, "(9,30,30)" => 18, "(17,79,79)" => 12, "(21,109,109)" => 6, "(14,55,54)" => 1, "(14,55,55)" => 11, "(11,36,36)" => 6, "(11,40,40)" => 6, "(14,53,53)" => 6, "(10,35,35)" => 36)
2           -0.019880058876132     Dict("(10,31,31)" => 5, "(17,78,78)" => 1, "(8,23,23)" => 18, "(16,71,71)" => 3, "(11,39,39)" => 9, "(11,38,38)" => 11, "(17,75,75)" => 1, "(15,68,68)" => 1, "(9,27,27)" => 14, "(8,20,20)" => 2, "(5,10,10)" => 5, "(14,54,54)" => 1, "(7,16,16)" => 4, "(20,101,101)" => 1, "(8,22,22)" => 9, "(9,25,25)" => 2, "(18,89,89)" => 2, "(18,87,87)" => 1, "(8,21,21)" => 9, "(12,45,45)" => 5, "(10,35,35)" => 6, "(12,42,42)" => 5, "(15,67,67)" => 2, "(13,50,50)" => 3, "(10,34,34)" => 13, "(7,18,18)" => 4, "(6,14,14)" => 5, "(13,47,47)" => 1, "(13,51,51)" => 1, "(18,88,88)" => 1, "(11,40,39)" => 1, "(17,76,76)" => 2, "(6,13,13)" => 11, "(14,59,59)" => 1, "(16,69,69)" => 2, "(11,40,40)" => 6, "(9,29,29)" => 7, "(15,61,61)" => 2, "(10,30,30)" => 1, "(15,65,65)" => 5, "(11,41,41)" => 1, "(10,32,32)" => 11, "(14,61,61)" => 2, "(9,26,26)" => 6, "(14,52,52)" => 1, "(11,34,34)" => 1, "(13,46,46)" => 1, "(18,86,86)" => 1, "(8,24,24)" => 4, "(9,28,28)" => 21, "(10,36,36)" => 1, "(14,56,56)" => 4, "(17,81,81)" => 1, "(17,77,77)" => 1, "(15,66,66)" => 2, "(12,46,46)" => 3, "(19,92,92)" => 1, "(13,49,49)" => 5, "(8,25,25)" => 1, "(13,52,52)" => 3, "(11,37,37)" => 8, "(12,44,44)" => 5, "(13,48,48)" => 1, "(7,17,17)" => 10, "(6,12,12)" => 3, "(12,41,41)" => 2, "(9,30,30)" => 1, "(11,42,42)" => 1, "(9,23,23)" => 1, "(12,43,43)" => 7, "(16,67,67)" => 1, "(7,19,19)" => 4, "(10,33,33)" => 8, "(14,57,57)" => 4, "(11,36,36)" => 4)
3           -0.019786212216706     Dict("(10,31,31)" => 8, "(17,78,78)" => 2, "(6,15,15)" => 2, "(8,23,23)" => 13, "(16,71,71)" => 1, "(11,39,39)" => 3, "(11,35,35)" => 5, "(11,38,38)" => 4, "(17,75,75)" => 1, "(17,71,71)" => 2, "(9,27,27)" => 12, "(8,20,20)" => 4, "(5,10,10)" => 2, "(14,54,54)" => 2, "(16,68,68)" => 1, "(7,16,16)" => 3, "(9,24,23)" => 1, "(16,64,64)" => 1, "(8,22,22)" => 16, "(10,29,29)" => 2, "(9,25,25)" => 3, "(8,21,21)" => 11, "(12,45,45)" => 3, "(10,28,28)" => 1, "(10,35,35)" => 5, "(12,42,42)" => 3, "(13,50,50)" => 2, "(10,34,34)" => 6, "(7,18,18)" => 11, "(6,14,14)" => 5, "(17,72,72)" => 1, "(13,51,51)" => 3, "(4,6,6)" => 2, "(15,60,60)" => 2, "(18,88,88)" => 1, "(12,47,47)" => 2, "(6,13,13)" => 4, "(14,59,59)" => 2, "(16,69,69)" => 1, "(5,9,9)" => 2, "(14,53,53)" => 1, "(11,40,40)" => 6, "(9,29,29)" => 8, "(10,30,30)" => 3, "(15,63,63)" => 1, "(11,41,41)" => 2, "(10,32,32)" => 12, "(15,64,64)" => 1, "(9,26,26)" => 9, "(13,44,44)" => 1, "(11,43,43)" => 2, "(15,62,62)" => 2, "(11,33,33)" => 1, "(14,51,51)" => 2, "(11,34,34)" => 1, "(13,46,46)" => 1, "(8,24,24)" => 5, "(9,28,28)" => 9, "(10,36,36)" => 3, "(14,56,56)" => 1, "(17,79,79)" => 1, "(12,46,46)" => 3, "(15,66,66)" => 1, "(7,15,15)" => 1, "(12,39,39)" => 4, "(13,49,49)" => 3, "(9,24,24)" => 5, "(8,25,25)" => 1, "(13,52,52)" => 4, "(11,37,37)" => 3, "(13,55,55)" => 1, "(17,82,82)" => 1, "(12,44,44)" => 6, "(13,48,48)" => 2, "(12,37,37)" => 1, "(7,17,17)" => 9, "(14,58,58)" => 1, "(14,60,60)" => 3, "(9,30,30)" => 6, "(9,23,23)" => 2, "(11,42,42)" => 2, "(12,43,43)" => 4, "(6,12,12)" => 1, "(7,19,19)" => 6, "(12,41,41)" => 1, "(18,85,85)" => 1, "(10,33,33)" => 4, "(14,57,57)" => 1, "(11,36,36)" => 2, "(9,31,31)" => 1)
4           -0.0198429090095       Dict("(10,31,31)" => 8, "(7,14,14)" => 1, "(6,15,15)" => 2, "(17,78,78)" => 1, "(8,23,23)" => 8, "(16,70,70)" => 1, "(11,39,39)" => 3, "(16,71,71)" => 1, "(11,35,35)" => 3, "(11,38,38)" => 8, "(9,27,27)" => 10, "(9,32,32)" => 8, "(5,10,10)" => 2, "(14,54,54)" => 1, "(16,68,68)" => 1, "(7,16,16)" => 5, "(10,29,29)" => 3, "(8,22,22)" => 8, "(19,98,98)" => 1, "(9,25,25)" => 5, "(18,89,89)" => 1, "(8,21,21)" => 11, "(12,45,45)" => 1, "(10,28,28)" => 1, "(10,35,35)" => 3, "(12,42,42)" => 2, "(13,50,50)" => 1, "(10,34,34)" => 4, "(7,18,18)" => 4, "(6,14,14)" => 3, "(13,47,47)" => 3, "(13,51,51)" => 1, "(4,6,6)" => 3, "(10,37,37)" => 8, "(15,60,60)" => 1, "(12,47,47)" => 5, "(6,13,13)" => 3, "(16,69,69)" => 2, "(5,9,9)" => 1, "(11,40,40)" => 5, "(9,29,29)" => 13, "(13,57,57)" => 1, "(10,30,30)" => 1, "(15,65,65)" => 2, "(15,63,63)" => 4, "(11,41,41)" => 2, "(10,32,32)" => 8, "(15,64,64)" => 1, "(9,26,26)" => 7, "(16,74,74)" => 1, "(14,52,52)" => 1, "(13,44,44)" => 1, "(11,43,43)" => 7, "(11,33,33)" => 1, "(15,62,62)" => 1, "(14,62,62)" => 2, "(8,24,24)" => 3, "(9,28,28)" => 11, "(17,74,74)" => 1, "(10,36,36)" => 1, "(20,100,100)" => 1, "(14,56,56)" => 1, "(12,49,49)" => 2, "(10,26,26)" => 1, "(6,11,11)" => 1, "(12,46,46)" => 2, "(7,15,15)" => 4, "(13,49,49)" => 3, "(9,24,24)" => 4, "(17,80,80)" => 2, "(8,25,25)" => 6, "(13,52,52)" => 2, "(13,55,55)" => 2, "(11,37,37)" => 3, "(5,7,7)" => 1, "(18,84,84)" => 1, "(12,50,50)" => 1, "(18,82,82)" => 1, "(12,44,44)" => 6, "(13,48,48)" => 3, "(14,64,64)" => 1, "(12,48,48)" => 1, "(17,82,82)" => 1, "(7,17,17)" => 7, "(6,12,12)" => 2, "(9,23,23)" => 3, "(12,41,41)" => 3, "(11,42,42)" => 2, "(14,58,58)" => 2, "(12,43,43)" => 5, "(18,85,85)" => 2, "(7,19,19)" => 8, "(13,58,58)" => 1, "(5,8,8)" => 2, "(14,57,57)" => 3, "(10,33,33)" => 6, "(15,71,71)" => 1, "(11,36,36)" => 2)
5           -0.019823455143736     Dict("(10,31,31)" => 1, "(18,92,92)" => 1, "(6,15,15)" => 4, "(8,23,23)" => 10, "(16,71,71)" => 1, "(11,39,39)" => 6, "(11,35,35)" => 2, "(11,38,38)" => 3, "(17,89,89)" => 1, "(17,75,75)" => 1, "(15,68,68)" => 3, "(19,102,102)" => 1, "(9,27,27)" => 5, "(8,20,20)" => 4, "(9,32,32)" => 4, "(5,10,10)" => 1, "(7,16,16)" => 4, "(21,116,116)" => 1, "(8,22,22)" => 5, "(9,25,25)" => 2, "(16,66,66)" => 1, "(8,21,21)" => 4, "(12,45,45)" => 3, "(10,35,35)" => 9, "(12,42,42)" => 2, "(20,108,108)" => 1, "(15,67,67)" => 1, "(15,74,74)" => 1, "(10,34,34)" => 4, "(7,18,18)" => 2, "(6,14,14)" => 3, "(13,47,47)" => 1, "(4,6,6)" => 2, "(10,37,37)" => 26, "(19,101,101)" => 1, "(17,86,86)" => 1, "(12,47,47)" => 3, "(6,13,13)" => 4, "(14,59,59)" => 2, "(16,69,69)" => 1, "(5,9,9)" => 4, "(9,29,29)" => 4, "(13,57,57)" => 5, "(19,100,100)" => 1, "(17,87,87)" => 1, "(15,63,63)" => 1, "(11,41,41)" => 8, "(10,32,32)" => 4, "(14,61,61)" => 1, "(9,26,26)" => 4, "(11,43,43)" => 11, "(16,75,75)" => 1, "(16,76,76)" => 1, "(13,56,56)" => 2, "(14,62,62)" => 2, "(14,63,63)" => 1, "(13,46,46)" => 1, "(13,43,43)" => 1, "(8,24,24)" => 9, "(9,28,28)" => 9, "(15,72,72)" => 1, "(10,36,36)" => 6, "(14,66,66)" => 1, "(14,56,56)" => 1, "(12,49,49)" => 2, "(16,73,73)" => 3, "(17,81,81)" => 1, "(12,46,46)" => 4, "(7,15,15)" => 2, "(13,53,53)" => 2, "(12,39,39)" => 1, "(13,49,49)" => 1, "(13,54,54)" => 5, "(18,93,93)" => 1, "(17,80,80)" => 1, "(8,25,25)" => 3, "(17,83,83)" => 2, "(15,70,70)" => 4, "(13,52,52)" => 3, "(11,37,37)" => 4, "(13,55,55)" => 3, "(12,50,50)" => 1, "(12,48,48)" => 4, "(12,44,44)" => 3, "(13,48,48)" => 1, "(14,64,64)" => 1, "(7,17,17)" => 6, "(11,42,42)" => 9, "(6,12,12)" => 3, "(9,30,30)" => 5, "(12,41,41)" => 1, "(14,58,58)" => 1, "(12,43,43)" => 4, "(15,69,69)" => 4, "(7,19,19)" => 5, "(20,106,106)" => 1, "(14,60,60)" => 2, "(5,8,8)" => 2, "(10,33,33)" => 2, "(14,57,57)" => 1, "(15,71,71)" => 3, "(11,36,36)" => 1, "(9,31,31)" => 3)
6           -0.019889912226437     Dict("(10,31,31)" => 7, "(7,14,14)" => 1, "(6,15,15)" => 2, "(8,23,23)" => 9, "(16,70,70)" => 1, "(11,39,39)" => 8, "(11,35,35)" => 2, "(11,38,38)" => 10, "(15,68,68)" => 1, "(8,20,20)" => 3, "(9,27,27)" => 4, "(9,32,32)" => 9, "(15,58,58)" => 1, "(7,16,16)" => 4, "(18,90,90)" => 1, "(8,22,22)" => 10, "(9,25,25)" => 2, "(16,66,66)" => 1, "(18,87,87)" => 2, "(8,21,21)" => 10, "(12,45,45)" => 7, "(10,28,28)" => 1, "(19,95,95)" => 1, "(10,35,35)" => 3, "(12,42,42)" => 3, "(13,50,50)" => 2, "(10,31,30)" => 1, "(10,34,34)" => 4, "(7,18,18)" => 5, "(6,14,14)" => 6, "(11,45,45)" => 1, "(8,18,18)" => 1, "(13,47,47)" => 1, "(13,51,51)" => 3, "(4,6,6)" => 1, "(10,37,37)" => 8, "(15,60,60)" => 1, "(22,115,115)" => 1, "(6,13,13)" => 7, "(14,59,59)" => 2, "(12,47,47)" => 2, "(16,69,69)" => 1, "(5,9,9)" => 3, "(14,53,53)" => 1, "(11,40,40)" => 3, "(9,29,29)" => 5, "(10,30,30)" => 2, "(15,63,63)" => 2, "(14,61,61)" => 2, "(10,32,32)" => 8, "(11,41,41)" => 2, "(9,26,26)" => 8, "(15,64,64)" => 2, "(11,43,43)" => 7, "(13,56,56)" => 1, "(14,62,62)" => 1, "(18,86,86)" => 1, "(8,24,24)" => 8, "(9,28,28)" => 12, "(7,20,20)" => 1, "(17,74,74)" => 1, "(10,36,36)" => 2, "(16,73,73)" => 1, "(17,77,77)" => 1, "(15,66,66)" => 1, "(7,15,15)" => 1, "(12,40,40)" => 2, "(13,49,49)" => 1, "(13,54,54)" => 2, "(9,24,24)" => 2, "(17,80,80)" => 2, "(17,83,83)" => 1, "(13,52,52)" => 1, "(11,37,37)" => 5, "(19,94,94)" => 3, "(12,50,50)" => 2, "(12,44,44)" => 4, "(16,72,72)" => 1, "(13,48,48)" => 1, "(12,48,48)" => 2, "(14,58,58)" => 4, "(11,42,42)" => 2, "(14,60,60)" => 1, "(9,30,30)" => 2, "(6,12,12)" => 7, "(7,17,17)" => 8, "(9,23,23)" => 1, "(12,41,41)" => 2, "(7,19,19)" => 6, "(13,58,58)" => 1, "(10,33,33)" => 10, "(15,71,71)" => 1, "(14,57,57)" => 4, "(11,36,36)" => 4)
7           -0.020085652153298     Dict("(10,31,31)" => 10, "(7,14,14)" => 2, "(6,15,15)" => 1, "(8,23,23)" => 9, "(16,70,70)" => 1, "(11,39,39)" => 4, "(11,35,35)" => 1, "(11,38,38)" => 3, "(8,19,19)" => 1, "(6,10,10)" => 1, "(9,27,27)" => 11, "(8,20,20)" => 3, "(9,32,32)" => 1, "(14,54,54)" => 5, "(5,10,10)" => 1, "(7,16,16)" => 9, "(19,91,91)" => 1, "(8,22,22)" => 15, "(10,29,29)" => 3, "(9,25,25)" => 6, "(18,87,87)" => 2, "(8,21,21)" => 10, "(12,45,45)" => 3, "(10,35,35)" => 8, "(12,42,42)" => 3, "(15,67,67)" => 3, "(13,50,50)" => 3, "(10,34,34)" => 5, "(7,18,18)" => 5, "(6,14,14)" => 4, "(13,47,47)" => 2, "(17,72,72)" => 1, "(15,60,60)" => 1, "(10,37,37)" => 4, "(18,88,88)" => 1, "(6,13,13)" => 8, "(14,59,59)" => 2, "(12,47,47)" => 1, "(5,9,9)" => 2, "(11,40,40)" => 10, "(9,29,29)" => 8, "(15,61,61)" => 2, "(13,57,57)" => 1, "(10,30,30)" => 4, "(15,65,65)" => 1, "(15,63,63)" => 1, "(11,41,41)" => 3, "(10,32,32)" => 10, "(15,64,64)" => 1, "(9,26,26)" => 11, "(14,52,52)" => 1, "(13,44,44)" => 1, "(11,43,43)" => 4, "(15,62,62)" => 3, "(11,34,34)" => 1, "(9,28,28)" => 10, "(10,36,36)" => 2, "(14,56,56)" => 3, "(12,49,49)" => 1, "(12,38,38)" => 1, "(6,11,11)" => 3, "(15,66,66)" => 1, "(7,15,15)" => 5, "(13,53,53)" => 1, "(19,92,92)" => 1, "(13,49,49)" => 3, "(11,32,32)" => 1, "(9,24,24)" => 3, "(11,37,37)" => 5, "(5,7,7)" => 1, "(12,44,44)" => 3, "(12,48,48)" => 1, "(13,48,48)" => 1, "(7,17,17)" => 11, "(14,58,58)" => 4, "(12,41,41)" => 2, "(9,30,30)" => 1, "(14,60,60)" => 2, "(18,85,85)" => 1, "(12,43,43)" => 5, "(6,12,12)" => 1, "(9,23,23)" => 2, "(7,19,19)" => 2, "(5,8,8)" => 1, "(10,33,33)" => 7, "(14,57,57)" => 3, "(11,36,36)" => 3)
8           -0.020110741775326     Dict("(10,27,26)" => 1, "(10,31,31)" => 5, "(8,23,23)" => 4, "(16,71,71)" => 1, "(11,39,39)" => 4, "(16,70,70)" => 1, "(11,35,35)" => 4, "(11,38,38)" => 2, "(7,12,12)" => 1, "(8,19,19)" => 3, "(16,65,65)" => 3, "(14,50,50)" => 1, "(9,27,27)" => 10, "(8,20,20)" => 3, "(9,32,32)" => 23, "(5,10,10)" => 4, "(7,16,16)" => 10, "(18,90,90)" => 1, "(8,22,22)" => 14, "(10,29,29)" => 1, "(9,25,25)" => 4, "(8,21,21)" => 12, "(10,28,28)" => 2, "(12,45,45)" => 2, "(10,35,35)" => 2, "(12,42,42)" => 1, "(15,67,67)" => 1, "(10,40,40)" => 2, "(13,50,50)" => 1, "(10,34,34)" => 2, "(19,93,93)" => 1, "(7,18,18)" => 7, "(6,14,14)" => 5, "(8,18,18)" => 2, "(13,47,47)" => 1, "(13,51,51)" => 2, "(15,60,60)" => 2, "(10,37,37)" => 2, "(13,45,45)" => 2, "(6,13,13)" => 8, "(12,47,47)" => 2, "(14,59,59)" => 1, "(14,53,53)" => 1, "(11,40,40)" => 6, "(15,61,61)" => 3, "(9,29,29)" => 2, "(10,27,27)" => 3, "(10,30,30)" => 4, "(11,41,41)" => 1, "(10,32,32)" => 4, "(15,64,64)" => 1, "(9,26,26)" => 15, "(14,52,52)" => 2, "(16,74,74)" => 1, "(15,57,57)" => 1, "(11,33,33)" => 3, "(11,34,34)" => 2, "(15,62,62)" => 5, "(13,46,46)" => 1, "(4,5,5)" => 1, "(18,86,86)" => 1, "(9,28,28)" => 5, "(10,36,36)" => 2, "(10,26,26)" => 2, "(17,81,81)" => 1, "(16,73,73)" => 1, "(17,77,77)" => 1, "(6,11,11)" => 2, "(12,46,46)" => 1, "(7,15,15)" => 3, "(13,53,53)" => 1, "(12,39,39)" => 1, "(12,40,40)" => 4, "(12,41,40)" => 1, "(9,24,24)" => 4, "(13,54,54)" => 1, "(13,52,52)" => 3, "(11,37,37)" => 4, "(12,50,50)" => 1, "(18,82,82)" => 1, "(12,44,44)" => 4, "(12,48,48)" => 3, "(13,48,48)" => 2, "(7,17,17)" => 11, "(11,42,42)" => 4, "(12,41,41)" => 4, "(6,12,12)" => 6, "(9,23,23)" => 2, "(14,58,58)" => 3, "(12,43,43)" => 3, "(7,19,19)" => 2, "(5,8,8)" => 1, "(10,33,33)" => 2, "(13,42,42)" => 1)
9           -0.019773585942745     Dict("(10,31,31)" => 7, "(17,78,78)" => 1, "(6,15,15)" => 2, "(16,70,70)" => 2, "(8,23,23)" => 15, "(11,39,39)" => 6, "(16,71,71)" => 2, "(11,35,35)" => 1, "(11,38,38)" => 4, "(15,68,68)" => 1, "(9,27,27)" => 10, "(8,20,20)" => 4, "(5,10,10)" => 4, "(14,54,54)" => 1, "(16,68,68)" => 1, "(18,90,90)" => 1, "(10,29,29)" => 2, "(8,22,22)" => 11, "(9,25,25)" => 3, "(18,89,89)" => 1, "(8,21,21)" => 7, "(12,45,45)" => 2, "(10,35,35)" => 10, "(12,42,42)" => 7, "(19,97,97)" => 1, "(13,50,50)" => 4, "(10,34,34)" => 11, "(7,18,18)" => 14, "(6,14,14)" => 9, "(13,51,51)" => 3, "(10,37,37)" => 2, "(18,88,88)" => 1, "(17,76,76)" => 1, "(12,47,47)" => 2, "(6,13,13)" => 1, "(16,69,69)" => 3, "(5,9,9)" => 1, "(14,55,55)" => 2, "(11,40,40)" => 3, "(9,29,29)" => 6, "(10,30,30)" => 5, "(15,65,65)" => 2, "(15,63,63)" => 1, "(11,41,41)" => 4, "(10,32,32)" => 6, "(9,26,26)" => 5, "(15,62,62)" => 2, "(11,34,34)" => 3, "(11,33,33)" => 1, "(13,46,46)" => 1, "(8,24,24)" => 9, "(9,28,28)" => 12, "(17,74,74)" => 1, "(10,36,36)" => 4, "(14,56,56)" => 1, "(16,73,73)" => 2, "(17,79,79)" => 2, "(17,77,77)" => 2, "(12,46,46)" => 3, "(15,66,66)" => 2, "(13,53,53)" => 1, "(12,40,40)" => 2, "(13,49,49)" => 5, "(13,54,54)" => 1, "(9,24,24)" => 1, "(8,25,25)" => 4, "(13,52,52)" => 1, "(11,37,37)" => 3, "(18,84,84)" => 1, "(13,48,48)" => 4, "(12,44,44)" => 4, "(12,48,48)" => 2, "(7,17,17)" => 4, "(6,12,12)" => 3, "(14,58,58)" => 1, "(12,41,41)" => 1, "(14,60,60)" => 2, "(9,30,30)" => 6, "(12,43,43)" => 3, "(15,69,69)" => 2, "(7,19,19)" => 6, "(10,33,33)" => 10, "(14,57,57)" => 1, "(11,36,36)" => 5, "(9,31,31)" => 1)
10          -0.019483023967254     Dict("(10,31,31)" => 4, "(7,14,14)" => 2, "(17,78,78)" => 2, "(6,15,15)" => 3, "(8,23,23)" => 10, "(16,71,71)" => 1, "(11,39,39)" => 7, "(11,35,35)" => 1, "(11,38,38)" => 7, "(8,20,20)" => 1, "(9,27,27)" => 4, "(9,32,32)" => 1, "(5,10,10)" => 5, "(14,54,54)" => 1, "(7,16,16)" => 1, "(8,22,22)" => 17, "(10,29,29)" => 1, "(9,25,25)" => 3, "(18,87,87)" => 1, "(8,21,21)" => 3, "(12,45,45)" => 4, "(10,35,35)" => 4, "(12,42,42)" => 4, "(15,67,67)" => 1, "(13,50,50)" => 4, "(10,34,34)" => 9, "(7,18,18)" => 9, "(6,14,14)" => 4, "(13,47,47)" => 4, "(13,51,51)" => 2, "(4,6,6)" => 4, "(10,37,37)" => 2, "(15,60,60)" => 1, "(18,88,88)" => 1, "(12,47,47)" => 2, "(6,13,13)" => 3, "(16,69,69)" => 1, "(5,9,9)" => 4, "(14,55,55)" => 1, "(14,53,53)" => 1, "(11,40,40)" => 3, "(9,29,29)" => 11, "(15,61,61)" => 1, "(10,30,30)" => 3, "(11,41,41)" => 2, "(10,32,32)" => 11, "(14,61,61)" => 2, "(9,26,26)" => 2, "(16,74,74)" => 1, "(15,64,64)" => 1, "(14,52,52)" => 2, "(15,62,62)" => 1, "(11,33,33)" => 1, "(11,34,34)" => 2, "(13,56,56)" => 1, "(14,62,62)" => 1, "(10,32,31)" => 1, "(8,24,24)" => 5, "(19,96,96)" => 1, "(9,28,28)" => 12, "(10,36,36)" => 6, "(20,100,100)" => 1, "(14,56,56)" => 4, "(16,73,73)" => 1, "(17,79,79)" => 1, "(6,11,11)" => 1, "(15,66,66)" => 1, "(12,46,46)" => 2, "(13,53,53)" => 1, "(13,49,49)" => 2, "(13,54,54)" => 1, "(9,24,24)" => 3, "(17,80,80)" => 2, "(8,25,25)" => 3, "(11,44,44)" => 1, "(13,52,52)" => 3, "(11,37,37)" => 4, "(19,94,94)" => 2, "(17,82,82)" => 2, "(12,48,48)" => 4, "(13,48,48)" => 2, "(12,44,44)" => 1, "(14,58,58)" => 2, "(6,12,12)" => 4, "(7,17,17)" => 4, "(9,30,30)" => 6, "(12,41,41)" => 2, "(11,42,42)" => 1, "(14,60,60)" => 1, "(12,43,43)" => 4, "(7,19,19)" => 14, "(10,38,38)" => 1, "(10,33,33)" => 6, "(14,57,57)" => 3, "(9,31,31)" => 4)
