Config #    Energy                 Total CNA Profile
1           -0.020499364400706     Dict("(11,44,44)" => 24, "(14,62,62)" => 24, "(8,24,24)" => 48, "(12,50,50)" => 48, "(10,37,37)" => 12, "(14,64,64)" => 36, "(15,72,72)" => 24, "(11,42,42)" => 12, "(10,38,38)" => 48, "(18,100,100)" => 24, "(20,106,106)" => 3, "(22,135,135)" => 12, "(13,57,57)" => 48)
2           -0.019880058876132     Dict("(18,92,92)" => 1, "(8,23,23)" => 10, "(11,39,39)" => 5, "(15,68,68)" => 2, "(19,102,102)" => 1, "(9,27,27)" => 1, "(11,46,46)" => 1, "(9,32,32)" => 4, "(5,10,10)" => 1, "(18,90,90)" => 1, "(12,51,51)" => 1, "(8,22,22)" => 1, "(19,98,98)" => 1, "(12,45,45)" => 2, "(10,35,35)" => 16, "(19,97,97)" => 1, "(15,67,67)" => 2, "(22,125,125)" => 1, "(20,110,110)" => 1, "(16,80,80)" => 1, "(10,34,34)" => 8, "(16,77,77)" => 2, "(7,18,18)" => 7, "(6,14,14)" => 3, "(14,65,65)" => 2, "(11,45,45)" => 2, "(13,51,51)" => 1, "(10,37,37)" => 9, "(17,86,86)" => 1, "(12,47,47)" => 11, "(6,13,13)" => 3, "(14,59,59)" => 2, "(11,40,40)" => 7, "(9,29,29)" => 14, "(13,57,57)" => 3, "(19,100,100)" => 1, "(17,87,87)" => 3, "(15,65,65)" => 1, "(21,120,120)" => 1, "(11,41,41)" => 18, "(10,39,39)" => 1, "(14,61,61)" => 5, "(9,26,26)" => 1, "(11,43,43)" => 4, "(16,76,76)" => 5, "(16,75,75)" => 1, "(13,56,56)" => 7, "(14,63,63)" => 1, "(14,62,62)" => 1, "(18,94,94)" => 1, "(20,111,111)" => 1, "(17,88,88)" => 1, "(8,24,24)" => 7, "(9,28,28)" => 7, "(15,72,72)" => 1, "(10,36,36)" => 7, "(16,78,78)" => 1, "(23,138,138)" => 1, "(17,81,81)" => 1, "(12,49,49)" => 6, "(16,73,73)" => 1, "(12,46,46)" => 8, "(13,53,53)" => 4, "(7,21,21)" => 1, "(13,54,54)" => 8, "(8,25,25)" => 8, "(11,44,44)" => 9, "(15,70,70)" => 3, "(13,55,55)" => 8, "(25,155,155)" => 1, "(12,50,50)" => 1, "(17,84,84)" => 1, "(12,48,48)" => 10, "(14,64,64)" => 3, "(14,58,58)" => 2, "(7,17,17)" => 2, "(14,60,60)" => 5, "(9,30,30)" => 16, "(11,42,42)" => 6, "(10,38,38)" => 3, "(15,69,69)" => 2, "(7,19,19)" => 8, "(20,106,106)" => 1, "(18,95,95)" => 1, "(14,57,57)" => 3, "(10,33,33)" => 1, "(15,71,71)" => 2, "(14,67,67)" => 1, "(19,104,104)" => 1, "(9,31,31)" => 3)
3           -0.019786212216706     Dict("(18,92,92)" => 2, "(8,23,23)" => 8, "(16,70,70)" => 1, "(11,39,39)" => 4, "(11,38,38)" => 1, "(20,107,107)" => 1, "(12,53,53)" => 1, "(22,127,127)" => 1, "(15,68,68)" => 2, "(9,27,27)" => 5, "(9,32,32)" => 5, "(5,10,10)" => 1, "(20,112,112)" => 1, "(21,116,116)" => 1, "(8,22,22)" => 4, "(8,21,21)" => 2, "(12,45,45)" => 3, "(10,35,35)" => 11, "(20,108,108)" => 1, "(15,74,74)" => 1, "(15,67,67)" => 5, "(13,50,50)" => 1, "(10,34,34)" => 14, "(16,77,77)" => 3, "(7,18,18)" => 4, "(6,14,14)" => 3, "(14,65,65)" => 3, "(10,37,37)" => 12, "(17,86,86)" => 1, "(12,47,47)" => 12, "(14,59,59)" => 4, "(6,13,13)" => 2, "(20,105,105)" => 1, "(5,9,9)" => 1, "(14,55,55)" => 1, "(11,40,40)" => 7, "(9,29,29)" => 14, "(13,57,57)" => 3, "(15,65,65)" => 2, "(15,63,63)" => 1, "(14,61,61)" => 4, "(11,41,41)" => 10, "(10,32,32)" => 6, "(11,43,43)" => 8, "(16,75,75)" => 2, "(16,76,76)" => 1, "(13,56,56)" => 4, "(16,79,79)" => 2, "(14,62,62)" => 3, "(14,63,63)" => 1, "(20,111,111)" => 1, "(21,122,122)" => 1, "(8,24,24)" => 7, "(9,28,28)" => 8, "(15,72,72)" => 1, "(7,20,20)" => 2, "(10,36,36)" => 8, "(16,78,78)" => 2, "(17,81,81)" => 1, "(12,49,49)" => 9, "(12,46,46)" => 6, "(15,66,66)" => 1, "(17,83,82)" => 1, "(8,26,26)" => 1, "(13,49,49)" => 1, "(13,54,54)" => 9, "(18,93,93)" => 2, "(8,25,25)" => 8, "(17,83,83)" => 1, "(15,70,70)" => 1, "(21,118,118)" => 1, "(13,52,52)" => 3, "(13,55,55)" => 4, "(17,84,84)" => 2, "(12,50,50)" => 6, "(12,48,48)" => 8, "(12,44,44)" => 2, "(14,64,64)" => 1, "(11,42,42)" => 11, "(14,58,58)" => 1, "(12,41,41)" => 1, "(9,30,30)" => 7, "(6,12,12)" => 1, "(7,17,17)" => 1, "(10,38,38)" => 1, "(14,60,60)" => 2, "(7,19,19)" => 6, "(22,124,124)" => 1, "(13,58,58)" => 2, "(10,33,33)" => 7, "(15,71,71)" => 2, "(14,57,57)" => 2, "(9,31,31)" => 2)
4           -0.0198429090095       Dict("(18,92,92)" => 2, "(6,15,15)" => 3, "(8,23,23)" => 3, "(11,39,39)" => 2, "(11,38,38)" => 1, "(17,89,89)" => 1, "(20,107,107)" => 1, "(19,103,103)" => 1, "(15,68,68)" => 2, "(9,27,27)" => 4, "(11,46,46)" => 1, "(9,32,32)" => 13, "(5,10,10)" => 1, "(7,16,16)" => 1, "(15,73,73)" => 1, "(21,116,116)" => 1, "(8,22,22)" => 2, "(12,45,45)" => 3, "(21,123,123)" => 1, "(10,35,35)" => 6, "(15,67,67)" => 1, "(15,74,74)" => 1, "(20,110,110)" => 1, "(16,80,80)" => 2, "(10,34,34)" => 6, "(16,77,77)" => 2, "(7,18,18)" => 4, "(6,14,14)" => 4, "(14,65,65)" => 1, "(11,45,45)" => 1, "(13,51,51)" => 2, "(10,37,37)" => 22, "(17,85,85)" => 1, "(18,98,98)" => 1, "(17,86,86)" => 1, "(6,13,13)" => 3, "(12,47,47)" => 8, "(14,59,59)" => 2, "(11,40,40)" => 3, "(9,29,29)" => 10, "(13,57,57)" => 5, "(19,106,106)" => 1, "(17,87,87)" => 3, "(11,41,41)" => 14, "(14,61,61)" => 4, "(10,32,32)" => 2, "(11,43,43)" => 9, "(16,76,76)" => 1, "(16,75,75)" => 1, "(13,56,56)" => 9, "(14,62,62)" => 3, "(14,63,63)" => 1, "(18,94,94)" => 1, "(20,111,111)" => 2, "(8,24,24)" => 4, "(9,28,28)" => 9, "(7,20,20)" => 2, "(15,72,72)" => 1, "(10,36,36)" => 9, "(16,78,78)" => 3, "(17,81,81)" => 2, "(12,49,49)" => 13, "(22,130,130)" => 1, "(12,46,46)" => 1, "(13,53,53)" => 5, "(8,26,26)" => 1, "(18,96,96)" => 1, "(13,54,54)" => 5, "(18,93,93)" => 2, "(8,25,25)" => 7, "(11,44,44)" => 3, "(17,83,83)" => 1, "(15,70,70)" => 1, "(13,52,52)" => 3, "(13,55,55)" => 4, "(21,118,118)" => 1, "(12,50,50)" => 5, "(17,84,84)" => 2, "(12,48,48)" => 9, "(14,64,64)" => 1, "(12,44,44)" => 2, "(23,140,140)" => 1, "(11,42,42)" => 10, "(7,17,17)" => 1, "(14,60,60)" => 3, "(9,30,30)" => 7, "(14,58,58)" => 1, "(10,38,38)" => 2, "(15,69,69)" => 5, "(7,19,19)" => 6, "(13,58,58)" => 3, "(15,71,71)" => 1, "(10,33,33)" => 5, "(9,31,31)" => 7, "(12,52,52)" => 4, "(22,129,129)" => 1)
5           -0.019823455143736     Dict("(10,31,31)" => 1, "(15,75,75)" => 1, "(6,15,15)" => 3, "(11,50,50)" => 2, "(8,23,23)" => 5, "(11,39,39)" => 2, "(11,38,38)" => 1, "(17,89,89)" => 3, "(12,53,53)" => 1, "(15,68,68)" => 1, "(9,27,27)" => 5, "(11,46,46)" => 8, "(9,32,32)" => 5, "(20,113,113)" => 1, "(12,51,51)" => 9, "(23,139,139)" => 1, "(15,73,73)" => 2, "(8,22,22)" => 2, "(8,21,21)" => 1, "(12,45,45)" => 2, "(21,123,123)" => 1, "(10,35,35)" => 3, "(10,41,41)" => 3, "(20,108,108)" => 1, "(15,74,74)" => 2, "(17,91,91)" => 1, "(17,90,90)" => 1, "(10,40,40)" => 4, "(10,34,34)" => 5, "(11,47,47)" => 2, "(7,18,18)" => 2, "(6,14,14)" => 3, "(14,65,65)" => 5, "(11,45,45)" => 4, "(20,115,115)" => 1, "(13,51,51)" => 1, "(10,37,37)" => 6, "(19,101,101)" => 2, "(12,47,47)" => 1, "(14,59,59)" => 3, "(16,69,69)" => 1, "(5,9,9)" => 2, "(17,92,92)" => 1, "(11,40,40)" => 3, "(16,81,81)" => 4, "(9,29,29)" => 5, "(13,57,57)" => 6, "(22,131,131)" => 1, "(17,87,87)" => 1, "(10,39,39)" => 3, "(11,41,41)" => 2, "(14,61,61)" => 5, "(9,26,26)" => 1, "(10,32,32)" => 2, "(11,43,43)" => 13, "(16,76,76)" => 1, "(16,75,75)" => 2, "(13,56,56)" => 4, "(16,79,79)" => 1, "(13,60,60)" => 1, "(14,62,62)" => 2, "(18,94,94)" => 2, "(14,63,63)" => 3, "(12,55,55)" => 1, "(19,108,108)" => 1, "(8,24,24)" => 3, "(9,28,28)" => 5, "(15,72,72)" => 4, "(16,83,83)" => 1, "(7,20,20)" => 1, "(10,36,36)" => 7, "(16,78,78)" => 1, "(14,66,66)" => 2, "(14,56,56)" => 1, "(12,49,49)" => 1, "(16,82,82)" => 3, "(12,46,46)" => 1, "(15,66,66)" => 1, "(13,62,62)" => 1, "(13,53,53)" => 1, "(9,33,33)" => 4, "(23,144,144)" => 1, "(8,26,26)" => 1, "(18,96,96)" => 1, "(13,54,54)" => 6, "(8,25,25)" => 4, "(19,105,105)" => 2, "(11,44,44)" => 9, "(15,70,70)" => 1, "(13,55,55)" => 5, "(15,76,76)" => 1, "(12,50,50)" => 4, "(12,48,48)" => 8, "(12,44,44)" => 1, "(14,64,64)" => 3, "(17,84,84)" => 1, "(13,59,59)" => 6, "(11,42,42)" => 2, "(7,17,17)" => 1, "(14,60,60)" => 1, "(9,30,30)" => 3, "(10,38,38)" => 25, "(15,69,69)" => 3, "(7,19,19)" => 13, "(13,58,58)" => 3, "(10,33,33)" => 4, "(15,71,71)" => 3, "(20,117,117)" => 3, "(14,67,67)" => 3, "(12,52,52)" => 6, "(9,31,31)" => 4)
6           -0.019889912226437     Dict("(18,92,92)" => 1, "(6,15,15)" => 2, "(8,23,23)" => 8, "(13,61,61)" => 1, "(11,39,39)" => 1, "(17,89,89)" => 1, "(19,103,103)" => 1, "(12,53,53)" => 1, "(15,68,68)" => 3, "(19,102,102)" => 1, "(9,27,27)" => 3, "(9,32,32)" => 8, "(5,10,10)" => 3, "(12,51,51)" => 3, "(20,112,112)" => 1, "(21,124,124)" => 2, "(22,132,132)" => 2, "(8,22,22)" => 1, "(12,45,45)" => 2, "(10,35,35)" => 10, "(12,54,54)" => 1, "(15,67,67)" => 1, "(15,74,74)" => 1, "(16,80,80)" => 2, "(10,34,34)" => 4, "(16,77,77)" => 3, "(7,18,18)" => 4, "(6,14,14)" => 4, "(14,65,65)" => 5, "(11,45,45)" => 1, "(10,37,37)" => 15, "(17,85,85)" => 3, "(11,40,39)" => 1, "(17,86,86)" => 6, "(12,47,47)" => 8, "(6,13,13)" => 1, "(11,40,40)" => 4, "(9,29,29)" => 9, "(13,57,57)" => 8, "(22,131,131)" => 1, "(17,87,87)" => 2, "(14,61,61)" => 3, "(11,41,41)" => 8, "(10,39,39)" => 1, "(15,64,64)" => 1, "(11,43,43)" => 11, "(16,76,76)" => 2, "(13,56,56)" => 1, "(16,79,79)" => 4, "(14,63,63)" => 3, "(18,94,94)" => 3, "(14,62,62)" => 1, "(20,111,111)" => 1, "(21,126,126)" => 1, "(8,24,24)" => 9, "(9,28,28)" => 5, "(11,48,48)" => 1, "(7,20,20)" => 1, "(10,36,36)" => 17, "(14,66,66)" => 2, "(12,49,49)" => 10, "(16,82,82)" => 1, "(12,46,46)" => 3, "(13,53,53)" => 2, "(8,26,26)" => 3, "(13,54,54)" => 5, "(8,25,25)" => 6, "(21,118,118)" => 2, "(11,44,44)" => 3, "(15,70,70)" => 1, "(13,55,55)" => 9, "(12,50,50)" => 9, "(17,84,84)" => 2, "(14,64,64)" => 4, "(12,48,48)" => 11, "(20,114,114)" => 1, "(13,59,59)" => 1, "(11,42,42)" => 13, "(7,17,17)" => 2, "(14,60,60)" => 2, "(9,30,30)" => 8, "(10,38,38)" => 3, "(15,69,69)" => 1, "(7,19,19)" => 7, "(13,58,58)" => 2, "(10,33,33)" => 2, "(15,71,71)" => 1, "(19,104,104)" => 1, "(12,52,52)" => 3, "(9,31,31)" => 4)
7           -0.020085652153298     Dict("(18,92,92)" => 2, "(6,15,15)" => 4, "(8,23,23)" => 10, "(11,39,39)" => 8, "(19,103,103)" => 1, "(15,68,68)" => 1, "(19,102,102)" => 1, "(9,27,27)" => 2, "(20,113,113)" => 1, "(11,46,46)" => 2, "(9,32,32)" => 5, "(7,16,16)" => 2, "(12,51,51)" => 2, "(21,124,124)" => 1, "(15,73,73)" => 1, "(8,22,22)" => 3, "(8,21,21)" => 5, "(12,45,45)" => 6, "(10,35,35)" => 8, "(20,108,108)" => 2, "(14,68,68)" => 1, "(15,67,67)" => 3, "(15,74,74)" => 1, "(16,80,80)" => 1, "(10,34,34)" => 9, "(16,77,77)" => 1, "(7,18,18)" => 5, "(11,45,45)" => 1, "(20,115,115)" => 2, "(13,51,51)" => 2, "(18,97,97)" => 1, "(17,85,85)" => 6, "(10,37,37)" => 18, "(19,101,101)" => 1, "(12,47,47)" => 7, "(14,59,59)" => 4, "(11,40,40)" => 9, "(9,29,29)" => 12, "(13,57,57)" => 3, "(19,106,106)" => 1, "(17,87,87)" => 2, "(21,120,120)" => 1, "(14,61,61)" => 3, "(10,39,39)" => 3, "(11,41,41)" => 7, "(10,32,32)" => 1, "(13,53,52)" => 1, "(16,74,74)" => 1, "(16,75,75)" => 1, "(16,76,76)" => 2, "(11,43,43)" => 11, "(13,56,56)" => 2, "(13,60,60)" => 2, "(14,63,63)" => 2, "(14,62,62)" => 5, "(20,111,111)" => 1, "(17,88,88)" => 1, "(8,24,24)" => 5, "(9,28,28)" => 8, "(7,20,20)" => 1, "(10,36,36)" => 12, "(12,49,49)" => 6, "(6,11,11)" => 1, "(12,46,46)" => 2, "(13,53,53)" => 8, "(8,26,26)" => 1, "(18,96,96)" => 1, "(13,54,54)" => 4, "(18,93,93)" => 2, "(8,25,25)" => 5, "(19,105,105)" => 2, "(17,83,83)" => 1, "(15,70,70)" => 4, "(11,44,44)" => 1, "(13,52,52)" => 4, "(13,55,55)" => 9, "(12,50,50)" => 6, "(17,82,82)" => 1, "(12,48,48)" => 13, "(14,64,64)" => 1, "(12,44,44)" => 1, "(17,84,84)" => 1, "(11,42,42)" => 3, "(7,17,17)" => 1, "(14,60,60)" => 2, "(9,30,30)" => 7, "(10,38,38)" => 1, "(15,69,69)" => 2, "(7,19,19)" => 6, "(13,58,58)" => 1, "(10,33,33)" => 10, "(15,71,71)" => 1, "(9,31,31)" => 4, "(12,52,52)" => 1)
8           -0.020110741775326     Dict("(15,75,75)" => 1, "(11,50,50)" => 1, "(13,61,61)" => 3, "(17,89,89)" => 1, "(15,77,77)" => 1, "(22,138,138)" => 1, "(12,53,53)" => 1, "(15,68,68)" => 4, "(11,46,46)" => 2, "(9,32,32)" => 9, "(5,10,10)" => 2, "(12,51,51)" => 2, "(8,27,27)" => 3, "(16,84,84)" => 2, "(20,112,112)" => 1, "(15,73,73)" => 8, "(21,124,124)" => 1, "(12,45,45)" => 1, "(10,35,35)" => 5, "(10,41,41)" => 10, "(12,54,54)" => 2, "(14,68,68)" => 1, "(9,34,34)" => 1, "(15,74,74)" => 1, "(20,110,110)" => 1, "(10,40,40)" => 3, "(16,80,80)" => 5, "(10,34,34)" => 2, "(16,77,77)" => 1, "(7,18,18)" => 1, "(19,107,107)" => 2, "(6,14,14)" => 7, "(14,65,65)" => 6, "(11,45,45)" => 11, "(20,115,115)" => 1, "(10,37,37)" => 9, "(17,85,85)" => 2, "(18,98,98)" => 1, "(20,120,120)" => 1, "(12,47,47)" => 3, "(14,59,59)" => 1, "(14,69,69)" => 2, "(19,106,106)" => 1, "(16,81,81)" => 2, "(9,29,29)" => 3, "(13,57,57)" => 7, "(17,87,87)" => 1, "(14,61,61)" => 1, "(11,41,41)" => 4, "(10,39,39)" => 3, "(11,49,49)" => 1, "(11,43,43)" => 7, "(16,76,76)" => 1, "(23,147,147)" => 1, "(13,56,56)" => 6, "(16,79,79)" => 2, "(13,60,60)" => 3, "(14,63,63)" => 4, "(18,94,94)" => 2, "(14,62,62)" => 3, "(17,88,88)" => 3, "(8,24,24)" => 6, "(9,28,28)" => 3, "(11,48,48)" => 5, "(15,72,72)" => 2, "(16,83,83)" => 1, "(10,36,36)" => 8, "(16,78,78)" => 2, "(23,148,148)" => 1, "(21,129,129)" => 1, "(12,49,49)" => 6, "(16,82,82)" => 1, "(12,46,46)" => 1, "(13,62,62)" => 2, "(9,33,33)" => 14, "(8,26,26)" => 7, "(18,96,96)" => 3, "(21,121,121)" => 1, "(8,25,25)" => 5, "(11,44,44)" => 11, "(15,70,70)" => 1, "(13,55,55)" => 3, "(18,99,99)" => 2, "(12,50,50)" => 8, "(14,64,64)" => 5, "(20,114,114)" => 1, "(12,48,48)" => 1, "(13,59,59)" => 1, "(11,42,42)" => 16, "(12,56,56)" => 1, "(9,30,30)" => 13, "(10,38,38)" => 8, "(18,95,95)" => 2, "(7,19,19)" => 2, "(15,69,69)" => 4, "(18,100,100)" => 1, "(13,58,58)" => 2, "(15,71,71)" => 2, "(23,146,146)" => 1, "(14,67,67)" => 1, "(9,31,31)" => 4, "(12,52,52)" => 5, "(21,119,119)" => 1)
9           -0.019773585942745     Dict("(21,125,125)" => 1, "(18,92,92)" => 1, "(15,75,75)" => 1, "(6,15,15)" => 2, "(8,23,23)" => 6, "(11,39,39)" => 2, "(11,38,38)" => 1, "(19,103,103)" => 1, "(12,53,53)" => 4, "(9,27,27)" => 2, "(11,46,46)" => 1, "(9,32,32)" => 2, "(5,10,10)" => 1, "(12,51,51)" => 1, "(21,116,116)" => 1, "(17,93,93)" => 1, "(21,127,127)" => 1, "(12,45,45)" => 3, "(10,35,35)" => 17, "(14,68,68)" => 1, "(9,34,34)" => 1, "(15,74,74)" => 1, "(15,67,67)" => 2, "(17,90,90)" => 1, "(10,40,40)" => 3, "(16,80,80)" => 1, "(10,34,34)" => 4, "(11,47,47)" => 1, "(16,77,77)" => 1, "(7,18,18)" => 4, "(6,14,14)" => 3, "(14,65,65)" => 2, "(11,45,45)" => 5, "(10,37,37)" => 4, "(17,85,85)" => 1, "(19,99,99)" => 1, "(19,101,101)" => 1, "(17,86,86)" => 3, "(18,98,98)" => 1, "(12,47,47)" => 7, "(14,59,59)" => 1, "(11,40,40)" => 6, "(9,29,29)" => 13, "(19,106,106)" => 2, "(13,57,57)" => 3, "(18,91,91)" => 1, "(17,87,87)" => 1, "(19,100,100)" => 1, "(11,41,41)" => 9, "(16,74,74)" => 1, "(14,61,61)" => 3, "(9,26,26)" => 1, "(10,39,39)" => 3, "(10,32,32)" => 2, "(11,43,43)" => 9, "(16,76,76)" => 3, "(16,75,75)" => 4, "(13,56,56)" => 4, "(13,60,60)" => 1, "(14,62,62)" => 7, "(18,94,94)" => 1, "(14,63,63)" => 3, "(20,111,111)" => 1, "(12,55,55)" => 1, "(21,126,126)" => 1, "(8,24,24)" => 8, "(9,28,28)" => 4, "(7,20,20)" => 3, "(10,36,36)" => 14, "(16,78,78)" => 3, "(12,49,49)" => 8, "(10,36,35)" => 1, "(12,46,46)" => 6, "(13,62,62)" => 1, "(13,53,53)" => 5, "(9,33,33)" => 1, "(8,26,26)" => 1, "(18,96,96)" => 1, "(13,54,54)" => 4, "(19,105,105)" => 1, "(8,25,25)" => 9, "(11,44,44)" => 3, "(15,70,70)" => 7, "(13,52,52)" => 1, "(13,55,55)" => 7, "(12,50,50)" => 2, "(14,64,64)" => 4, "(12,48,48)" => 9, "(20,114,114)" => 1, "(7,17,17)" => 2, "(11,42,42)" => 8, "(14,60,60)" => 3, "(9,30,30)" => 11, "(14,58,58)" => 1, "(18,95,95)" => 2, "(10,38,38)" => 4, "(7,19,19)" => 12, "(15,69,69)" => 1, "(13,58,58)" => 1, "(15,71,71)" => 3, "(10,33,33)" => 1, "(19,104,104)" => 1, "(12,52,52)" => 2, "(9,31,31)" => 3)
10          -0.019483023967254     Dict("(20,116,116)" => 1, "(10,31,31)" => 1, "(18,92,92)" => 2, "(6,15,15)" => 1, "(8,23,23)" => 9, "(23,142,142)" => 1, "(11,39,39)" => 1, "(11,38,38)" => 2, "(19,103,103)" => 1, "(22,138,138)" => 1, "(12,53,53)" => 2, "(15,68,68)" => 3, "(19,102,102)" => 1, "(9,27,27)" => 4, "(11,46,46)" => 1, "(9,32,32)" => 6, "(5,10,10)" => 1, "(7,16,16)" => 1, "(12,51,51)" => 6, "(20,112,112)" => 1, "(11,37,36)" => 1, "(15,73,73)" => 1, "(8,22,22)" => 4, "(10,35,35)" => 8, "(12,54,54)" => 3, "(15,67,67)" => 1, "(17,90,90)" => 2, "(10,40,40)" => 1, "(16,80,80)" => 2, "(10,34,34)" => 2, "(16,77,77)" => 2, "(7,18,18)" => 10, "(6,14,14)" => 5, "(14,65,65)" => 3, "(11,45,45)" => 2, "(18,97,97)" => 2, "(10,37,37)" => 14, "(17,85,85)" => 1, "(19,101,101)" => 1, "(17,86,86)" => 3, "(12,47,47)" => 5, "(14,59,59)" => 2, "(6,13,13)" => 3, "(5,9,9)" => 2, "(11,40,40)" => 6, "(9,29,29)" => 9, "(13,57,57)" => 2, "(18,91,91)" => 1, "(15,65,65)" => 1, "(21,120,120)" => 1, "(11,41,41)" => 5, "(16,74,74)" => 2, "(10,32,32)" => 1, "(9,26,26)" => 2, "(10,39,39)" => 3, "(14,61,61)" => 1, "(11,43,43)" => 7, "(16,75,75)" => 2, "(13,56,56)" => 7, "(16,79,79)" => 2, "(14,63,63)" => 5, "(14,62,62)" => 3, "(17,88,88)" => 1, "(8,24,24)" => 7, "(9,28,28)" => 5, "(15,72,72)" => 1, "(10,36,36)" => 7, "(14,66,66)" => 1, "(12,49,49)" => 10, "(12,46,46)" => 3, "(15,66,66)" => 1, "(13,53,53)" => 4, "(9,33,33)" => 2, "(13,54,54)" => 4, "(22,133,133)" => 1, "(8,25,25)" => 7, "(11,44,44)" => 3, "(17,83,83)" => 1, "(15,70,70)" => 1, "(13,52,52)" => 1, "(13,55,55)" => 6, "(12,50,50)" => 8, "(17,84,84)" => 1, "(12,48,48)" => 9, "(14,64,64)" => 4, "(20,114,114)" => 1, "(17,82,82)" => 1, "(13,59,59)" => 1, "(7,17,17)" => 4, "(11,42,42)" => 12, "(14,60,60)" => 4, "(9,30,30)" => 9, "(14,58,58)" => 1, "(18,95,95)" => 2, "(15,69,69)" => 3, "(7,19,19)" => 7, "(10,38,38)" => 3, "(13,58,58)" => 1, "(10,33,33)" => 2, "(15,71,71)" => 4, "(9,31,31)" => 2, "(21,119,119)" => 1)
