0	0.1159243624983499
1	0.1159273500477509
2	0.1159381362640272
3	0.1159562682680683
4	0.1159813448100084
5	0.1160136506781304
6	0.1160529146699193
7	0.1160983841160273
8	0.1161506061209286
9	0.1162258689444539
10	0.1162733801156823
11	0.1163244241678824
12	0.1163927205860843
13	0.1164744466040145
14	0.1165703649413345
15	0.1166708418665417
16	0.1167695296149788
17	0.1168670198884359
18	0.1169651209831855
19	0.1170606093800412
20	0.1171579090330778
21	0.1172600671779541
22	0.1173648635688195
23	0.1174667102526355
24	0.1175713304753049
25	0.1176754124265319
26	0.1177770708322360
27	0.1178767592201604
28	0.1179751637376022
29	0.1180694861054082
30	0.1181595419427474
31	0.1182456628368492
32	0.1183277624545970
33	0.1184045178615961
34	0.1184799348235377
35	0.1185513876577032
36	0.1186161765175435
37	0.1186737783131731
38	0.1187269952268440
39	0.1187690412993690
40	0.1188030410708332
41	0.1188331115502077
42	0.1188579129064049
43	0.1188697907017901
44	0.1188805962624614
45	0.1188824965661023
46	0.1188735592862949
47	0.1188578947483821
48	0.1188397141443882
49	0.1188121935899939
50	0.1187793295212564
51	0.1187421169436479
52	0.1186973086494821
53	0.1186403159695025
54	0.1185777038064931
55	0.1185054867448179
56	0.1184271489772125
57	0.1183470424680596
58	0.1182632550943895
59	0.1181797925291435
60	0.1180922985798869
61	0.1179965215710876
62	0.1178953692232664
63	0.1177969402846486
64	0.1176928089696224
65	0.1175891811705481
66	0.1174851314600946
67	0.1173784031078848
68	0.1172725482681130
69	0.1171633622279795
70	0.1170557074152810
71	0.1169506254196439
72	0.1168474509101752
73	0.1167478524912247
74	0.1166497411960281
75	0.1165554325222541
76	0.1164654033884345
77	0.1163791854080287
78	0.1162979449077851
79	0.1162202978492774
80	0.1161484632142393
81	0.1160823252924830
82	0.1160217512847675
83	0.1159679665080238
84	0.1159207564750977
85	0.1158827016418140
86	0.1158533900522521
87	0.1158312293964743
88	0.1158162146173597
89	0.1158032661416477
90	0.1157909938878522
