Config #    Energy                 Total CNA Profile
1           -0.020499364400706     Dict("(4,6,6)" => 51, "(8,14,12)" => 2, "(8,14,14)" => 27, "(5,7,7)" => 48, "(4,4,4)" => 24, "(8,14,13)" => 7, "(7,11,11)" => 24, "(3,3,3)" => 12)
2           -0.019880058876132     Dict("(6,8,8)" => 7, "(5,5,5)" => 20, "(3,3,3)" => 2, "(7,10,10)" => 7, "(8,12,11)" => 1, "(5,6,6)" => 11, "(2,1,1)" => 6, "(4,5,5)" => 6, "(8,12,12)" => 1, "(5,7,7)" => 8, "(6,7,7)" => 9, "(4,6,6)" => 8, "(5,4,4)" => 1, "(4,4,4)" => 10, "(7,11,11)" => 2, "(7,9,9)" => 3, "(8,14,14)" => 1, "(3,2,2)" => 44, "(6,9,9)" => 6, "(4,3,3)" => 16)
3           -0.019786212216706     Dict("(6,8,8)" => 3, "(5,5,5)" => 32, "(3,3,3)" => 4, "(7,10,10)" => 3, "(5,6,6)" => 11, "(7,10,9)" => 1, "(4,5,5)" => 7, "(8,12,12)" => 1, "(5,7,7)" => 4, "(2,1,1)" => 1, "(8,13,13)" => 1, "(6,7,7)" => 10, "(4,6,6)" => 4, "(4,4,4)" => 12, "(7,11,11)" => 2, "(7,9,9)" => 4, "(6,6,6)" => 1, "(3,2,2)" => 51, "(6,9,9)" => 1, "(4,3,3)" => 14)
4           -0.0198429090095       Dict("(6,8,8)" => 5, "(5,5,5)" => 28, "(3,3,3)" => 2, "(7,10,10)" => 7, "(5,6,6)" => 4, "(2,1,1)" => 5, "(4,5,5)" => 5, "(7,10,9)" => 1, "(5,7,7)" => 6, "(8,13,13)" => 1, "(6,7,7)" => 6, "(4,6,6)" => 11, "(4,4,4)" => 7, "(7,11,11)" => 1, "(7,9,9)" => 1, "(8,14,14)" => 4, "(6,6,6)" => 1, "(3,2,2)" => 48, "(6,9,9)" => 7, "(5,4,3)" => 1, "(4,3,3)" => 16)
5           -0.019823455143736     Dict("(6,8,8)" => 6, "(5,5,5)" => 41, "(3,3,3)" => 4, "(7,10,10)" => 4, "(5,6,6)" => 6, "(2,1,1)" => 6, "(4,5,5)" => 4, "(5,7,7)" => 2, "(6,7,7)" => 7, "(4,4,4)" => 6, "(7,9,8)" => 1, "(3,2,2)" => 50, "(4,3,3)" => 22, "(6,7,6)" => 1)
6           -0.019889912226437     Dict("(6,8,8)" => 13, "(5,5,5)" => 24, "(3,3,3)" => 4, "(7,10,10)" => 2, "(6,6,5)" => 1, "(5,6,6)" => 7, "(7,10,9)" => 1, "(4,5,5)" => 12, "(8,12,12)" => 2, "(5,7,7)" => 8, "(2,1,1)" => 2, "(8,13,13)" => 1, "(6,7,7)" => 7, "(4,6,6)" => 4, "(4,4,4)" => 12, "(7,11,11)" => 4, "(7,9,8)" => 2, "(8,14,14)" => 1, "(3,2,2)" => 45, "(6,9,9)" => 2, "(4,3,3)" => 14)
7           -0.020085652153298     Dict("(6,8,8)" => 7, "(5,5,5)" => 30, "(3,3,3)" => 4, "(7,10,10)" => 5, "(5,6,6)" => 4, "(2,1,1)" => 4, "(4,5,5)" => 5, "(5,7,7)" => 11, "(8,13,13)" => 1, "(6,7,7)" => 4, "(4,6,6)" => 7, "(5,4,4)" => 1, "(4,4,4)" => 6, "(7,11,11)" => 7, "(9,15,15)" => 1, "(8,14,14)" => 1, "(6,6,6)" => 2, "(3,2,2)" => 46, "(6,9,9)" => 4, "(9,16,16)" => 1, "(4,3,3)" => 19)
8           -0.020110741775326     Dict("(6,8,8)" => 5, "(5,5,5)" => 28, "(8,14,13)" => 1, "(3,3,3)" => 10, "(7,10,10)" => 6, "(5,6,6)" => 6, "(7,10,9)" => 1, "(4,5,5)" => 6, "(5,7,7)" => 5, "(8,13,13)" => 2, "(6,7,7)" => 3, "(4,6,6)" => 12, "(4,4,4)" => 11, "(7,11,11)" => 9, "(8,14,14)" => 8, "(3,2,2)" => 40, "(6,9,9)" => 9, "(4,3,3)" => 14)
9           -0.019773585942745     Dict("(6,8,8)" => 10, "(5,5,5)" => 24, "(3,3,3)" => 1, "(7,10,10)" => 9, "(7,12,12)" => 1, "(5,6,6)" => 9, "(2,1,1)" => 2, "(4,5,5)" => 11, "(8,12,12)" => 1, "(5,7,7)" => 11, "(6,8,7)" => 1, "(8,13,13)" => 1, "(6,7,7)" => 6, "(4,6,6)" => 3, "(4,4,4)" => 12, "(7,11,11)" => 3, "(8,14,14)" => 1, "(3,2,2)" => 46, "(6,9,9)" => 3, "(10,18,18)" => 1, "(4,3,3)" => 15, "(6,7,6)" => 1)
10          -0.019483023967254     Dict("(6,8,8)" => 7, "(5,5,5)" => 33, "(3,3,3)" => 2, "(7,10,10)" => 2, "(5,6,6)" => 8, "(2,1,1)" => 9, "(4,5,5)" => 5, "(5,7,7)" => 4, "(8,13,13)" => 1, "(6,7,7)" => 8, "(4,4,4)" => 9, "(9,15,15)" => 1, "(7,9,9)" => 2, "(3,2,2)" => 42, "(6,9,9)" => 1, "(4,3,3)" => 28)
